Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
,Moriyama K.; Otsuka A.,Permissionless Blockchain-Based Sybil-Resistant Self-Sovereign Identity Utilizing Attested Execution Secure Processors,2022.0,Scopus,,,,,,,10.1109/Blockchain55522.2022.00012,,,,,,,,,,,,"The current circumstance that requires people more online has encouraged us to address digital identity preserving privacy. There is a momentum of research addressing Self-Sovereign Identity (SSI); many research approach blockchain technology as a foundation. SSI brings natural persons various benefits such as their owning controls; on the other side, digital identity systems in the real world require Sybil-resistance to comply with Anti-Money-Laundering (AML) and other needs. Our proposal in this paper is to build a secure SSI system by utilizing permissionless blockchain and Rafael Pass et al.'s contribution of the formal abstraction of Attested Execution Secure Processors (AESPs). Our proposal of the AESP-based SSI architecture and system protocols, ∏Gatt, demonstrates the powerfulness of hardware-assisted security and the formal abstraction of AESPs, fitting into building a proper SSI system that satisfies Sybil-resistance. Assuming AESPs and Gatt, the protocols may eliminate the online distributed committee assumed in other research such as CanDID; thus, ∏Gatt allows not to rely on multiparty computation (MPC), and it brings drastic flexibility and efficiency compared with the existing SSI systems.  © 2022 IEEE.",,,"Moriyama, Koichi (7103036733); Otsuka, Akira (55580962900)",7103036733; 55580962900,"Proceedings - 2022 IEEE International Conference on Blockchain, Blockchain 2022",,1.0,10.0,9.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139912641&doi=10.1109%2fBlockchain55522.2022.00012&partnerID=40&md5=3a548a8747face5eb181b39e107443fa,Attested Execution Secure Processors; Decentralized Digital Identity; Permissionless Blockchain; Self-Sovereign Identity; Sybil-Resistance,Abstracting; Electronic document identification systems; Network architecture; Online systems; Privacy-preserving techniques; 'current; Attested execution secure processor; Block-chain; Decentralised; Decentralized digital identity; Digital identity; Permissionless blockchain; Secure processors; Self-sovereign identity; Sybil-resistance; Blockchain,Conference paper,Final,,2-s2.0-85139912641,,,,,,,,,,,
,Gupta S.; Bairwa A.K.; Kushwaha S.S.; Joshi S.,Decentralized Identity Management System using the amalgamation of Blockchain Technology,2023.0,Scopus,,,,,,,10.1109/ICCT56969.2023.10076117,,,,,,,,,,,,"In the recent past, with the advancement of tech-nologies, many changes have been made in Identity Management Systems across the globe. Identity cards have become an inextri-cable part of our lives. With time, authentication of a person's identity and data breaching has led to privacy concerns. The rapid growth of the population raises the challenge of storing large data securely. A new approach to data encryption and hashing can resolve concerns of privacy, security, data handling, and more. Blockchain Technology and the Internet Of Things will improve the current ecosystem. The devised model will be using the AES algorithm for the encryption of biometrics and demographic data. Additionally, the symmetrically distributed storage system, the InterPlanetary File System(IPFS) will be used and data will be hashed by SHA-256. Furthermore, key pairs will be assigned to IoT devices to store the data on a distributed ledger system. This paper will also introduce the merging of Blockchain and IoT, thus ensuring better security and connectivity in a decentralized manner.  © 2023 IEEE.",,,"Gupta, Shreya (58264061200); Bairwa, Amit Kumar (57221968630); Kushwaha, Satpal Singh (55941362800); Joshi, Sandeep (56394940000)",58264061200; 57221968630; 55941362800; 56394940000,"2023 3rd International Conference on Intelligent Communication and Computational Techniques, ICCT 2023",,,,,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152208772&doi=10.1109%2fICCT56969.2023.10076117&partnerID=40&md5=d1dab6f1013cd0c8a4ad76134faa76d1,AES; Blockchain; IoT; IPFS; SHA-256,Authentication; Cryptography; Data privacy; Digital storage; Distributed ledger; Internet of things; Population statistics; AES; Block-chain; Decentralised; Filesystem; Identity cards; Identity management systems; Interplanetary file system; IoT; Privacy concerns; SHA-256; Blockchain,Conference paper,Final,,2-s2.0-85152208772,,,,,,,,,,,
,Clair J.St.; Ingraham A.; King D.; Marchant M.B.; McCraw F.C.; Metcalf D.; Squeo J.,"Blockchain, Interoperability, and Self-Sovereign Identity: Trust Me, It’s My Data",2020.0,Scopus,,,,,,,10.30953/bhty.v3.122,,,3,,,,,,,,,[No abstract available],,,"Clair, Jim St. (58569181700); Ingraham, Ann (58569293500); King, Dominic (58571848300); Marchant, Michael B. (58571585000); McCraw, Fletcher Cotesworth (58571848400); Metcalf, David (37075517200); Squeo, John (58571716500)",58569181700; 58569293500; 58571848300; 58571585000; 58571848400; 37075517200; 58571716500,Blockchain in Healthcare Today,,,,,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170403273&doi=10.30953%2fbhty.v3.122&partnerID=40&md5=535b3aceb72c8b57b79cb328b95dcc2c,Blockchain; Healthcare; Identity; Interoperability; TEFCA,,Note,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85170403273,,,,,,,,,,,
,Bandara E.; Liang X.; Foytik P.; Shetty S.; Zoysa K.D.,A Blockchain and Self-Sovereign Identity Empowered Digital Identity Platform,2021.0,Scopus,,,,,,,10.1109/ICCCN52240.2021.9522184,,,2021-July,,,,,,,,,"Most of the existing identity systems are built on top of centralized storage systems. Storing identity data on these types of centralized storage platforms(e.g cloud storage, central servers) becomes a major privacy concern since various types of attacks and data breaches can happen. With this research, we are proposing blockchain and self-sovereign identity based digital identity (KYC-Know Your Customer) platform 'Casper' to address the issues on centralized identity systems. 'Casper ' is an Android/iOS based mobile identity wallet application that combines the integration of blockchain and a self-sovereign identity-based approach. Unlike centralized identity systems, the actual identities of the customer/users are stored in the customers' mobile wallet application. The proof of these identities is stored in the blockchain-based decentralized storage as a self-sovereign identity proof. Casper platforms' Self-Sovereign Identity(SSI)-based system provides a Zero Knowledge Proof(ZKP) mechanism to verify the identity information. Casper platform can be adopted in various domains such as healthcare, banking, government organization etc. As a use case, we have discussed building a digital identity wallet for banking customers with the Casper platform. Casper provides a secure, decentralized and ZKP verifiable identity by using blockchain and SSI based approach. It addresses the common issues in centralized/cloud-based identity systems platforms such as the lack of data immutability, lack of traceability, centralized control etc. © 2021 IEEE.",,,"Bandara, Eranga (57207573380); Liang, Xueping (57195358870); Foytik, Peter (55923281600); Shetty, Sachin (8970891400); Zoysa, Kasun De (39862507100)",57207573380; 57195358870; 55923281600; 8970891400; 39862507100,"Proceedings - International Conference on Computer Communications and Networks, ICCCN",,,,,14.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114962684&doi=10.1109%2fICCCN52240.2021.9522184&partnerID=40&md5=b4101674f9e568cbf3186c8ac92ccbc9,Blockchain; Cloud Computing; Self-Sovereign Identity; Zero-Knowledge Proof,Banking; Computer networks; Digital storage; Electronic document identification systems; Sales; Banking customers; Centralized control; Digital identity; Government organizations; Identity information; Privacy concerns; Storage platforms; Zero knowledge proof; Blockchain,Conference paper,Final,,2-s2.0-85114962684,,,,,,,,,,,
,Gans R.B.; Ubacht J.; Janssen M.,Governance and societal impact of blockchain-based self-sovereign identities,2022.0,Scopus,,,,,,,10.1093/polsoc/puac018,,,41,3,,,,,,,,"Traditionally, governments and companies store data to identify persons for services provision and interactions. The rise of self-sovereign identities (SSIs) based on blockchain technologies provides individuals with ownership and control over their personal data and allows them to share their data with others using a sort of “digital safe.” Fundamentally, people have the sole ownership of their identity data and control when and how it is shared, protecting their privacy. As these data need to be validated to be trusted, they may become a more important data source for digital information sharing and transactions than the formal source of identity controlled by governments. Furthermore, SSIs can be used for interacting digitally with any organization. These developments change the relationship between government, companies, and individuals. We explore information sharing and governance in the digital society using blockchain-based SSIs. In addition, the impact of SSIs on data storage in the digital world is assessed. Technology enactment might result in no greater control or privacy and might only reinforce current practices. Finally, we argue that regulation and a combination of centralized and decentralized governance are still required to avoid misuse and ensure that envisaged benefits are realized. © The Author(s) 2022. Published by Oxford University Press.",,,"Gans, Rachel Benchaya (57548802800); Ubacht, Jolien (24759379000); Janssen, Marijn (16199813000)",57548802800; 24759379000; 16199813000,Policy and Society,,402.0,413.0,11.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144072107&doi=10.1093%2fpolsoc%2fpuac018&partnerID=40&md5=6c553bafe14440e9b3f37f3ceab47f85,blockchain; governance; self-sovereign identities; technology enactment,,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85144072107,,,,,,,,,,,
,Naik N.; Jenkins P.,Governing Principles of Self-Sovereign Identity Applied to Blockchain Enabled Privacy Preserving Identity Management Systems,2020.0,Scopus,,,,,,,10.1109/ISSE49799.2020.9272212,,,,,,,,,,,,"Digital identity is the key element of digital transformation in representing any real-world entity in the digital form. To ensure a successful digital future the requirement for an effective digital identity is paramount, especially as demand increases for digital services. Several Identity Management (IDM) systems are developed to cope with identity effectively, nonetheless, existing IDM systems have some limitations corresponding to identity and its management such as sovereignty, storage and access control, security, privacy and safeguarding, all of which require further improvement. Self-Sovereign Identity (SSI) is an emerging IDM system which incorporates several required features to ensure that identity is sovereign, secure, reliable and generic. It is an evolving IDM system, thus it is essential to analyse its various features to determine its effectiveness in coping with the dynamic requirements of identity and its current challenges. This paper proposes numerous governing principles of SSI to analyse any SSI ecosystem and its effectiveness. Later, based on the proposed governing principles of SSI, it performs a comparative analysis of the two most popular SSI ecosystems uPort and Sovrin to present their effectiveness and limitations.  © 2020 IEEE.",,,"Naik, Nitin (56956517600); Jenkins, Paul (57189685924)",56956517600; 57189685924,"ISSE 2020 - 6th IEEE International Symposium on Systems Engineering, Proceedings",9272212,,,,23.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098709799&doi=10.1109%2fISSE49799.2020.9272212&partnerID=40&md5=571b55a34338bb7cd9f4c196b1c5a066,Digital Identity; Federated Identity Management; Identity Management System; IDM; Principles of SSI; Self-Sovereign Identity; Sovrin; SSI; uPort,Authentication; Blockchain; Ecosystems; Electronic document identification systems; Systems engineering; Comparative analysis; Digital services; Digital transformation; Identity management; Identity management systems; Privacy preserving; Real-world entities; Storage and access; Privacy by design,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85098709799,,,,,,,,,,,
,Santhosh Krishna B.V.; Rajalakshmi B.; Ashok K.; Gundoo I.H.; Aryan I.,Self Sovereign Identity - Blockchain based Blood Donation Management Method,2023.0,Scopus,,,,,,,10.1109/ICSCSS57650.2023.10169274,,,,,,,,,,,,"Developing an efficient blood donation management system is a challenge for healthcare sectors. In the medical field, the blood supply chain is continuously or indirectly tied to the need for blood to be supplied on demand. For this, a robust blood delivery chain system is required, allowing blood-related records to be traceable at every stage of the blood delivery (e.g., from donor to blood recipient), while also taking care to maintain each donor's privacy during the testing, storage, and distribution phases. Blockchain platform acts as a leverage traceability withinside the blood donation deliver chain. The blood donation supply chain ecosystem uses blockchain, a distinctly green, decentralised, and peer-to-peer allocated technology, to provide continuous traceability, protection, immutability, and protection.  © 2023 IEEE.",,,"Santhosh Krishna, B.V. (56888824700); Rajalakshmi, B. (57409617600); Ashok, K. (57215410773); Gundoo, Irfan Hussain (58513624500); Aryan, Ishan (58513392300)",56888824700; 57409617600; 57215410773; 58513624500; 58513392300,"International Conference on Sustainable Computing and Smart Systems, ICSCSS 2023 - Proceedings",,1512.0,1520.0,8.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166204653&doi=10.1109%2fICSCSS57650.2023.10169274&partnerID=40&md5=3b46ec8ebe1517cfa75d4d289a0a4c54,Blockchain; blood management systems; data security; decentralization; healthcare,Blood; Digital storage; Health care; Information management; Supply chains; Block-chain; Blood donation; Blood management system; Blood supply; Decentralisation; Healthcare; Healthcare sectors; Management method; Management systems; Medical fields; Blockchain,Conference paper,Final,,2-s2.0-85166204653,,,,,,,,,,,
,Ahmed M.R.; Islam A.K.M.M.; Shatabda S.; Islam S.,Blockchain-Based Identity Management System and Self-Sovereign Identity Ecosystem: A Comprehensive Survey,2022.0,Scopus,,,,,,,10.1109/ACCESS.2022.3216643,,,10,,,,,,,,,"Identity Management System (IDMS) refers to how users or individuals are identified and authorized to use organizational systems and services. Since traditional identity management and authentication systems rely heavily on a trusted central authority, they cannot mitigate the effects of single points of failure. As a decentralized and distributed public ledger in a peer-to- peer (P2P) network, Blockchain (BC) technology has garnered a considerable amount of attention in the field of IDMS in recent years. Through Self-Sovereign Identity (SSI), users can have full authority over their digital identity. Successful implementation of a BC-based IDMS can significantly increase the degree of privacy and security of a user's SSI. However, the integration of BC-based IMDS to provide a user with SSI is still an unorganized area of research in its early stages of development. This article presents an extensive literature review of state-of-the-art academic publications as well as commercial market offerings regarding the applicability of BC-based SSI solutions. It also provides a detailed preliminary regarding the building blocks of blockchain technology and a progressive roadmap of IDMS solutions. In order to develop an effective BC-based IDMS solution that focuses on securing a user's SSI, this article outline five essential components of a BC-based IDMS: authentication, integrity, privacy, trust, and simplicity. Furthermore, we perform a security analysis that outlines several types of adversarial threats that can cause potential damage to the BC-based IDMS. We identify and discuss associated issues and challenges by analyzing several notable BC-based IDMS solutions in academic literature. We also highlight potential research gaps and provide future research scope.  © 2013 IEEE.",,,"Ahmed, Md. Rayhan (57219655498); Islam, A. K. M. Muzahidul (56220213700); Shatabda, Swakkhar (56037035700); Islam, Salekul (14632178300)",57219655498; 56220213700; 56037035700; 14632178300,IEEE Access,,113436.0,113481.0,45.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141446920&doi=10.1109%2fACCESS.2022.3216643&partnerID=40&md5=81ce9c12cead45bbc235b127768e4707,Blockchain; identity management system; peer-to-peer network; security; self-sovereign identity,Authentication; Distributed computer systems; Distributed ledger; Ecosystems; Electronic document identification systems; Network security; Peer to peer networks; Wireless sensor networks; Block-chain; Identity management systems; Medical services; Peer-to-peer computing; Peer-to-peer networks; Security; Self-sovereign identity; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85141446920,,,,,,,,,,,
,Houtan B.; Hafid A.S.; Makrakis D.,A Survey on Blockchain-Based Self-Sovereign Patient Identity in Healthcare,2020.0,Scopus,,,,,,,10.1109/ACCESS.2020.2994090,,,8,,,,,,,,,"Convergence of physical and digital identity and integration of various individual records, such as patient data, into a united repository remains a serious challenge. On one hand, collecting relevant data can help clinicians, specialists and healthcare service providers to facilitate care for patients. On the other hand, Self-Sovereign identity and the right to control personal data comes into question, because patients do not handle their data explicitly. Distributed Ledger Technology (DLT) is a novel method which would allow to securely record time-stamped data and enable patient-driven health and identity records. In this paper, we review the state-of-the-art in Blockchain (BC)-based self-sovereignty and patient data records in healthcare. Our motivation is to investigate the potential of BC technology for use in the patient data and identity management. As a distributed decentralized technology, BC can be very beneficial, giving patients control over their own data and self-sovereign identity. To the extent of our knowledge, there is no literature covering the same concerns. More specifically, the focus is on solutions that aim the realization of holistic BC-based Electronic Health Records (EHR) and Patient Health Records (PHR). EHR and PHR are used to record patient data, such as the doctor's notes upon a visit and radiology images. Hence, they include critical information regarding patient's privacy and identity. Therefore, development of pure decentralized Healthcare Information Systems (HIS) is a great challenge in terms of architectural and technical structure of the systems. Designing robust and reliable EHR and PHR, which represent the foundation of many other healthcare services, relies on carefully finding the balance in a trade-off between many factors, such as level of decentralization, privacy, scalability and data throughput. In this paper, we review the state-of-the-art and provide an analysis on the design trade-offs. © 2013 IEEE.",,,"Houtan, Bahar (57216334263); Hafid, Abdelhakim Senhaji (8725767200); Makrakis, Dimitrios (35453027700)",57216334263; 8725767200; 35453027700,IEEE Access,9091543,90478.0,90494.0,16.0,78.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085549368&doi=10.1109%2fACCESS.2020.2994090&partnerID=40&md5=31db36c628d2738a9065076026cda855,Blockchain; Healthcare; Privacy; Self-sovereignty,Blockchain; Economic and social effects; Electronic document identification systems; Health care; Hospital data processing; Design tradeoff; Digital identity; Electronic health record; Healthcare information systems (HIS); Healthcare services; Identity management; State of the art; Technical structures; Medical computing,Article,Final,All Open Access; Gold Open Access,2-s2.0-85085549368,,,,,,,,,,,
,Terzi S.; Savvaidis C.; Sersemis A.; Votis K.; Tzovaras D.,Decentralizing identity management and vehicle rights delegation through self-sovereign identities and blockchain,2021.0,Scopus,,,,,,,10.1109/COMPSAC51774.2021.00168,,,,,,,,,,,,"With smart vehicles interconnected with multiple systems and other entities, whether they are people or IoT devices, the importance of a digital identity for them has emerged. We present in this paper how a Self-Sovereign Identities combined with blockchain can provide a solution to this end, in order to decentralize the identity management and provide them with capabilities to identify the other entities they interact with. Such entities can be the owners of the vehicles, other drivers and workshops that act as service providers. Two use cases are examined along with the interactions between the participants, to demonstrate how a decentralized identity management solution can take care of the necessary authentication and authorization processes. Finally, we test the system and provide the measurements to prove its feasibility in real-life deployments. © 2021 IEEE.",,,"Terzi, Sofia (57204185098); Savvaidis, Charalampos (57221465944); Sersemis, Athanasios (57275250800); Votis, Konstantinos (12788889700); Tzovaras, Dimitrios (13105681700)",57204185098; 57221465944; 57275250800; 12788889700; 13105681700,"Proceedings - 2021 IEEE 45th Annual Computers, Software, and Applications Conference, COMPSAC 2021",,1217.0,1223.0,6.0,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115827757&doi=10.1109%2fCOMPSAC51774.2021.00168&partnerID=40&md5=8e29f17e98c4a9d1ad0a6f0da0753666,Blockchain; Decentralization; Identity management; Self-sovereign identities; Vehicles; X.509 certificates,Application programs; Authentication; Digital devices; Electronic document identification systems; Vehicles; Authentication and authorization; Digital identity; Identity management; Multiple systems; Service provider; Smart vehicles; Blockchain,Conference paper,Final,,2-s2.0-85115827757,,,,,,,,,,,
,Alessandria M.L.; Vizzarri A.,Self-Sovereign Identity and Blockchain applications for the automotive sector,2021.0,Scopus,,,,,,,10.23919/AEITAUTOMOTIVE52815.2021.9662861,,,,,,,,,,,,"The possible applications of the blockchain to the automotive industry are countless to date. Where there are issues of incomplete or inconsistent or repudiated information, or data privacy, it comes into play by not making it possible to add, delete or modify data that has already been validated within a blockchain. The paper presents a possible application of blockchain technologies to the automotive sector. The authors analyze the main critical issues that a driver and his respective insurance company face following an accident, a situation in which an abundant amount of data is exchanged by all parties involved. The objective of the paper is to find a way to manage the situation after a car accident in the fastest and most effective way possible, recording all sensitive data and ensuring an efficient transfer to the insurance companies, without the possibility of fraud, using the blockchain. The main result obtained was to design a software application that, running on smartphones, would allow the driver to fill in the CID (Amicable statement of accident, also known as knock-for-knock agreement). In order to solve the typical criticalities mentioned before, the application will exploit Self-Sovereign Identity (SSI) credentials and the car's digital passport, both blockchain-based technologies that will be exposed in this paper.  © 2021 AEIT.",,,"Alessandria, Marta Lucrezia (57452587300); Vizzarri, Alessandro (56025053800)",57452587300; 56025053800,"2021 AEIT International Conference on Electrical and Electronic Technologies for Automotive, AEIT AUTOMOTIVE 2021",,,,,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124579227&doi=10.23919%2fAEITAUTOMOTIVE52815.2021.9662861&partnerID=40&md5=e605b3c3f18f870fc40903befaf41580,Car's digital passport; Digital CID; SSI,Accidents; Application programs; Automotive industry; Data privacy; Insurance; Automotive sector; Block-chain; Car accidents; Car digital passport; Critical issues; Digital CID; Digital passports; Insurance companies; Self-sovereign identity; Sensitive datas; Blockchain,Conference paper,Final,,2-s2.0-85124579227,,,,,,,,,,,
,Dieye M.; Valiorgue P.; Gelas J.-P.; Diallo E.-H.; Ghodous P.; Biennier F.; Peyrol E.,A Self-Sovereign Identity Based on Zero-Knowledge Proof and Blockchain,2023.0,Scopus,,,,,,,10.1109/ACCESS.2023.3268768,,,11,,,,,,,,,"Systems for generating and managing digital identities are in the process of being transformed to improve data sharing security and increase decentralization. Addressing both issues, a theoretical solution to create and manage Self-Sovereign Identities (SSI) is proposed using two Zero-Knowledge Proof (ZKP) protocols based on the discrete logarithm difficulty. Automorphism group properties are introduced to link several identities, their identifiers and attributes to produce a proof. The proposed SSI protocol does not encounter the problem of reusing the same secret key as in the case of the initial ZKP Schnorr protocol. The designed protocol ensures minimal disclosure of information to a single trusted third party. In addition, it allows zero disclosure of information to service providers requiring proof of authentication or identification. Such a SSI protocol is compliant with Electronic IDentification And Trust Services (eIDAS) as well as General Data Protection Regulation (GDPR) regulations.  © 2013 IEEE.",,,"Dieye, Mohameden (58199917900); Valiorgue, Pierre (36538213300); Gelas, Jean-Patrick (7003425157); Diallo, El-Hacen (57216582729); Ghodous, Parisa (6603661157); Biennier, Frederique (6602486785); Peyrol, Eric (14322256800)",58199917900; 36538213300; 7003425157; 57216582729; 6603661157; 6602486785; 14322256800,IEEE Access,,49445.0,49455.0,10.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153793893&doi=10.1109%2fACCESS.2023.3268768&partnerID=40&md5=172986e33ca228a298a1113016a29d58,Decentralized identity (DID); higher education; self-sovereign identity (SSI); zero-knowledge proof (ZKP),Blockchain; Interoperability; Block-chain; Decentralised; Decentralized identity; General data protection regulations; High educations; Regulation; Self-sovereign identity; Users' experiences; Zero-knowledge proof; Zero-knowledge proofs; Hash functions,Article,Final,All Open Access; Gold Open Access,2-s2.0-85153793893,,,,,,,,,,,
,Reddy G.S.; Konala T.R.,EASEID-A SESSION-BASED SINGLE SIGN-ON SELF-SOVEREIGN IDENTITY AND ACCESS MANAGEMENT SYSTEM USING BLOCKCHAIN,2022.0,Scopus,,,,,,,10.21817/indjcse/2022/v13i4/221304176,,,13,4,,,,,,,,"To gain easy access to internet-based services, digital identity and access management systems may be employed. An identity management system based on blockchain can offer access to all of the services required by the user without jeopardizing their privacy or security. Users may have complete control over who the individual has access to their credentials. Service providers' validation will become simpler and quicker. The article gives an overview of blockchain, self-sovereignty, digital identity, and access management, as well as a recommended approach EASEID for a Session-based Single sign-on self-sovereign Identity and access management model built on the blockchain platform overcoming the vulnerabilities in the existing systems like Google, Facebook, etc. for gaining access to a variety of online services. © 2022, Engg Journals Publications. All rights reserved.",,,"Reddy, Goluguri Satyanarayana (57850813500); Konala, Thammi Reddy (57849622200)",57850813500; 57849622200,Indian Journal of Computer Science and Engineering,,1197.0,1209.0,12.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136225643&doi=10.21817%2findjcse%2f2022%2fv13i4%2f221304176&partnerID=40&md5=85a078878abb12241dc3040957395c49,blockchain; identity and access management; self-sovereign; single sign-on,,Article,Final,All Open Access; Gold Open Access,2-s2.0-85136225643,,,,,,,,,,,
,Singla A.; Gupta N.; Aeron P.; Jain A.; Sharma D.; Bharadwaj S.S.,Decentralized Identity Management Using Blockchain: Cube Framework for Secure Usage of IS Resources,2022.0,Scopus,,,,,,,10.4018/JGIM.315283,,,31,2,,,,,,,,"This article explores the usage of decentralised identity (DID) management using blockchain in global organisations to support secure usage of information resources. Blockchain as technology was initially introduced as a cryptocurrency and there have been challenges in its adoption for enterprise applications such as identity management. DID is emerging as one of the strong blockchain adoption use cases. Industry pioneers and users across domains have started exploring DID use cases, which help better protect their personal data and application access control as compared to traditional, central, or federated identity management models. In this exploratory work, the authors employ qualitative secondary case-based study research methodology to understand the challenges of the current digital identity management landscape and explore the possible benefits of DID as an emerging identity management paradigm. They propose a conceptual cube framework for analysing and studying various DID platforms thereby contributing to both the theory and practice of digitally secure identity. © 2022 IGI Global. All rights reserved.",,,"Singla, Ashish (58068903500); Gupta, Nakul (57209931813); Aeron, Prageet (55611451400); Jain, Anshul (57061457900); Sharma, Divya (57198421222); Bharadwaj, Sangeeta Shah (35069068800)",58068903500; 57209931813; 55611451400; 57061457900; 57198421222; 35069068800,Journal of Global Information Management,,,,,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146418407&doi=10.4018%2fJGIM.315283&partnerID=40&md5=431ee2ca6b20d756917906dc6a431c0e,Blockchain; Decentralised Identity Management; Distributed Ledger Technology; Identity Management; Information Security; Interoperability,Access control; Distributed ledger; Electronic document identification systems; Information management; Block-chain; Decentralised; Decentralized identity management; Distributed ledg technology; Enterprise applications; Federated identity managements; Global organization; Identity management; Information resource; Blockchain,Article,Final,All Open Access; Bronze Open Access,2-s2.0-85146418407,,,,,,,,,,,
,Eddine B.N.; Ouaddah A.; Mezrioui A.,Exploring blockchain-based Self Sovereign Identity Systems: Challenges and comparative analysis,2021.0,Scopus,,,,,,,10.1109/BRAINS52497.2021.9569821,,,,,,,,,,,,"This paper highlights the challenges that an Identity Management System (IdM) must overcome and gives a comparative analysis of three Self-Sovereign Identity (SSI) ecosystems regarding these challenges. It then proposes an SSI layered architecture model detailing the actors, objects, components, and processes. © 2021 IEEE.",,,"Eddine, Bahya Nassr (57331367600); Ouaddah, Aafaf (56925436300); Mezrioui, Abdellatif (15926025000)",57331367600; 56925436300; 15926025000,"2021 3rd Conference on Blockchain Research and Applications for Innovative Networks and Services, BRAINS 2021",,21.0,22.0,1.0,4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118927534&doi=10.1109%2fBRAINS52497.2021.9569821&partnerID=40&md5=dce10d7b03ee0b3fa8ec15fb2da740fe,blockchain; privacy; self-Sovereign identity,Authentication; Architecture modeling; Block-chain; Comparative analyzes; Identity management systems; Layered architecture; Privacy; Self-sovereign identity; Blockchain,Conference paper,Final,,2-s2.0-85118927534,,,,,,,,,,,
,Gilani K.; Bertin E.; Hatin J.; Crespi N.,A Survey on Blockchain-based Identity Management and Decentralized Privacy for Personal Data,2020.0,Scopus,,,,,,,10.1109/BRAINS49436.2020.9223312,,,,,,,,,,,,"In the digital revolution, even secure communication between individuals, services and devices through centralized digital entities presents considerable risks. Having service providers continue to offer their centric solutions is inefficient in terms of duplication, has serious security lacunae and is cumbersome to the users. The self-sovereign Identity concept, which includes the individual's consolidated digital identity and verified attributes, enables the users of data to exert their ownership and gain insights from their data's usage. The authentication and verification of digital identity is essential to achieve the privacy and security of distributed digital identities. In this paper, we provide a coherent view of the central concepts of self-sovereign Identity, including the components of identity proofing and authentication solutions for different self-sovereign Identity solutions. We discussed an overview of Identity management approaches, introducing an architecture overview as well as the relevant actors in such a system and blockchain technology as solution for distributed user-centric identity. Finally, we discuss the existing solutions and point out the research gaps and elaborate challenges and trade-offs towards building a complete identity management system. © 2020 IEEE.",,,"Gilani, Komal (57203305039); Bertin, Emmanuel (22333792600); Hatin, Julien (56262068700); Crespi, Noel (17433279200)",57203305039; 22333792600; 56262068700; 17433279200,"2020 2nd Conference on Blockchain Research and Applications for Innovative Networks and Services, BRAINS 2020",9223312,97.0,101.0,4.0,30.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095593342&doi=10.1109%2fBRAINS49436.2020.9223312&partnerID=40&md5=e9a391e874fc6f426736e29d65a9f897,authentication mechanism; Blockchain; claim verification; Identity proofing; Self-sovereign Identity,Authentication; Blockchain; Data privacy; Digital devices; Economic and social effects; Authentication solutions; Digital identity; Digital revolution; Identity management; Identity management systems; Privacy and security; Service provider; User-centric identity; Electronic document identification systems,Conference paper,Final,All Open Access; Green Open Access,2-s2.0-85095593342,,,,,,,,,,,
