Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Journal,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Series
,Lu W.; Ren Z.; Xu J.; Chen S.,Edge Blockchain Assisted Lightweight Privacy-Preserving Data Aggregation for Smart Grid,2021.0,Scopus,,,,,,,10.1109/TNSM.2020.3048822,,,18,2,,,,,,,,"Compared with traditional power systems, smart grid is designed to provide effective and secure energy services. Data aggregation is one of the key technologies in wireless sensor networks, which reduces the amount of data transmission between nodes by merging similar data and simplifying redundant data, thus significantly reducing the computation cost and communication overhead of the system. Many data aggregation schemes have been developed for the smart grid in the past years. However, most of the data aggregation schemes ignore the data security and privacy protection issues of the edge layer. To solve these problems, in this article, we propose an edge blockchain assisted lightweight privacy-preserving data aggregation for smart grid, named EBDA. In this work, we integrate edge computing and blockchain to design a three-layer architecture data aggregation scheme for smart grid. This new architecture supports a two-level data aggregation scheme, which is more efficient and secure. Through theoretical analysis and simulations, EBDA shows great superiority in terms of resisting network attacks, reducing system computation costs and communication overhead compared with existing schemes.  © 2004-2012 IEEE.",,,"Lu, Weifeng (57203010328); Ren, Zhihao (57221419803); Xu, Jia (55506790200); Chen, Siguang (35728449100)",57203010328; 57221419803; 55506790200; 35728449100,IEEE Transactions on Network and Service Management,9312167,1246.0,1259.0,13.0,45.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099080580&doi=10.1109%2fTNSM.2020.3048822&partnerID=40&md5=2c080a2d97c9fb1529df8df77cd86b27,blockchain; data aggregation; Edge computing; smart grid,Blockchain; Cost benefit analysis; Cost reduction; Electric power transmission networks; Network architecture; Privacy by design; Sensor nodes; Analysis and simulation; Communication overheads; Computation costs; Data security and privacy; Privacy preserving; Reducing systems; Threelayer architecture; Traditional power system; Smart power grids,Article,Final,,2-s2.0-85099080580,,,,,,,,,,,,
,Wang Z.; Lin S.; Zhang M.; Nie S.,Research on the control of user privacy data disclosure based on blockchain Technology,2021.0,Scopus,,,,,,,10.1109/ICSGEA53208.2021.00103,,,,,,,,,,,,"Traditional control methods always have the problems of inaccurate and time-consuming control of user privacy data leakage. This paper proposes a method of user privacy data leakage control based on blockchain technology. Firstly, the asymmetric encryption algorithm in blockchain technology is selected as the basis, combined with formula bayes to calculate the conditional probability distribution, and judge the type of user privacy data. In the case of following the discrimination method of RSS, the problem of user data privacy is solved, the data security is controlled, and the leakage is prevented. Through experimental analysis, the method proposed in this paper can not only prevent user privacy data leakage in the shortest time, but also improve the accuracy of user data privacy control, which is of great significance to user information security. © 2021 IEEE.",,,"Wang, Zhe (56450904300); Lin, Shaofeng (57199122713); Zhang, Mingjiang (57208129985); Nie, Shaotao (57223264267)",56450904300; 57199122713; 57208129985; 57223264267,"Proceedings - 2021 6th International Conference on Smart Grid and Electrical Automation, ICSGEA 2021",9470381,427.0,430.0,3.0,0.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111147005&doi=10.1109%2fICSGEA53208.2021.00103&partnerID=40&md5=444bf5ebd5f1df8517b49c13c81600d0,Blockchain; Control; Data leakage; user privacy,Blockchain; Cryptography; Electric power transmission networks; Probability distributions; Smart power grids; Asymmetric encryption; Conditional probability distributions; Control methods; Data leakage; Experimental analysis; Privacy control; User data; User privacy; Privacy by design,Conference paper,Final,,2-s2.0-85111147005,,,,,,,,,,,,
,He X.; Guo H.; Cheng X.,Blockchain-Based Privacy Protection Scheme for IoT-Assisted Educational Big Data Management,2021.0,Scopus,,,,,,,10.1155/2021/3558972,,,2021,,,,,,,,,"Adoption of the Internet of Things (IoT) in education brings many benefits. However, the poor implementation of access control of educational data produced by the IoT devices has brought students' and teachers' privacy into danger. Attackers can access educational data that they are not permitted to access and even erase the records during access. To tackle this problem, we employ blockchain technology to guarantee the integrity of access control rules and trace the records of access events. In this paper, we propose a blockchain-based access control scheme for the data produced by IoT devices. The scheme consists of three components: (1) a well-implemented data collection module that is deployed in smart classrooms, which collects and uploads data about the real-time situation inside the smart classroom to the data center; (2) a MongoDB-based data center and its control module that makes access control decisions based on the verification of the permissions of visitors, where the permissions are managed by blockchain; and (3) a customized blockchain system that stores and keeps security policy updates of the role-based access control module and records access events in a trusted way. Our analysis indicates that the proposed access control scheme guarantees the correctness of the access control process and makes the access of collected educational data auditable and responsible. Our system collectively analyzes the context of the smart classroom and is capable of detecting multiple scenarios such as absence, lateness, and gunshot. We show how the scheme preserves students' and teachers' privacy by carrying out extensive experimental studies. The results indicate that the proposed data management system can give correct responses as quickly as a traditional data server does while preserving privacy. © 2021 Xiaoshuang He et al.",,,"He, Xiaoshuang (57237594200); Guo, Hechuan (57220980930); Cheng, Xueyu (57235912300)",57237594200; 57220980930; 57235912300,Wireless Communications and Mobile Computing,3558972,,,,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113756892&doi=10.1155%2f2021%2f3558972&partnerID=40&md5=aa19899efd1eeb02c50f84fc9b121972,,Access control; Big data; Blockchain; Information management; Privacy by design; Students; Access control decisions; Access control schemes; Data collection modules; Data management system; Internet of thing (IOT); Privacy protection; Role-based Access Control; Three component; Internet of things,Article,Final,All Open Access; Gold Open Access,2-s2.0-85113756892,,,,,,,,,,,,
,Huang Z.; Zheng J.; Xiao M.,Privacy-Enhanced Crowdsourcing Data Trading based on Blockchain and Stackelberg Game,2021.0,Scopus,,,,,,,10.1109/MASS52906.2021.00089,,,,,,,,,,,,"Crowdsourcing Data Trading is a novel paradigm, where a platform can aggregate data collected by a group of mobile users. Traditional crowdsourcing data trading systems rely on trusted data trading brokers, which increase costs and cannot prevent collusion. What's more, they don't take of data quality and truthfulness into consideration con-currently. The emergence of blockchain and smart contracts brings in a decentralized scheme. However, the selection of the most effective providers remains challenging. To tackle these problems, we propose a dynamic-game-with-complete-information-and-Blockchain-based Crowdsourcing data Trading system (CBCT), which mainly includes a smart contracts called CBCToken. Firstly, we replace the data trading broker and adopt the Stackelberg Game, a Dynamic Game with complete information (DGC), to manage the selection of providers. Moreover, homomorphic watermarking technology is applied to protect the data copyright. Lastly, we deploy BCDToken on an Ethereum test network to demonstrate its practicability and significant performances. © 2021 IEEE.",,,"Huang, Zhiyuan (57438006400); Zheng, Jun (57437286000); Xiao, Mingjun (18937992400)",57438006400; 57437286000; 18937992400,"Proceedings - 2021 IEEE 18th International Conference on Mobile Ad Hoc and Smart Systems, MASS 2021",,621.0,626.0,5.0,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123928218&doi=10.1109%2fMASS52906.2021.00089&partnerID=40&md5=40d8a2a629a658766590ad6867bf89aa,Blockchain; Dynamic Game with Complete Information; Homomorphic Watermarking; Stackelberg Game,Commerce; Crowdsourcing; Smart contract; Watermarking; Aggregate datum; Block-chain; Complete information; Decentralised; Dynamic game; Dynamic game with complete information; Homomorphic watermarking; Mobile users; Stackelberg Games; Trading systems; Blockchain,Conference paper,Final,,2-s2.0-85123928218,,,,,,,,,,,,
,Chaisawat S.; Vorakulpipat C.,Towards Achieving Personal Privacy Protection and Data Security on Integrated E-Voting Model of Blockchain and Message Queue,2021.0,Scopus,,,,,,,10.1155/2021/8338616,,,2021,,,,,,,,,"The growing number of e-voting applications indicates the need in resolving issues that exist in the traditional election model. By integrating with blockchain technology, we could extend the model's capabilities by presenting transparency in logic execution and integrity in data storage. Despite these advantages, blockchain brings in new challenges regarding system performance and data privacy. Due to distributed nature of blockchain, any new updating request needs to be reflected in all network's peers before proceeding to the subsequence requests. This process produces delay and possibility in request rejection due to update conflict. In addition, data removal is no longer feasible since each record is protected by immutable hashed link. To overcome these limitations, the integration model of blockchain and message queue is proposed in this paper. The design addresses security concerns in data exchanging patterns, voter anonymization, and proof of system actor's legitimacy. Performance tests are conducted on system prototypes which were deployed on two different settings. The result shows that the system can perform well in production environment, and introduction of message queue handling scheme can cope with blockchain's errors in unexpected scenarios.  © 2021 Siriboon Chaisawat and Chalee Vorakulpipat.",,,"Chaisawat, Siriboon (57221200446); Vorakulpipat, Chalee (57211152113)",57221200446; 57211152113,Security and Communication Networks,8338616,,,,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117359379&doi=10.1155%2f2021%2f8338616&partnerID=40&md5=554d8b6c97e7611b0e138e65670e1e73,,Data privacy; Digital storage; Electronic data interchange; Queueing theory; Block-chain; Data storage; E-Voting; Integration models; Message queues; Personal privacy; Privacy protection; Request rejections; Systems performance; Voting model; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85117359379,,,,,,,,,,,,
,Feng T.; Yang P.; Liu C.; Fang J.; Ma R.,Blockchain Data Privacy Protection and Sharing Scheme Based on Zero-Knowledge Proof,2022.0,Scopus,,,,,,,10.1155/2022/1040662,,,2022,,,,,,,,,"The data generated in the Industrial Internet of Things (IIoT) has important research value. In the process of data sharing, data privacy, security, and data availability are important issues that cannot be ignored. This paper proposes a blockchain privacy protection scheme based on zero-knowledge proof to realize the secure sharing of data among data owners, cloud service providers, and semitrusted cloud servers. First, the method of combining zero-knowledge proof and smart contract is used to verify the availability of data between the data owner and the cloud service provider under the premise of protecting data privacy. Second, proxy reencryption technology is used to realize the secure sharing of data among authorized cloud service providers. In addition, data sharing transaction information between multiple parties and data hashes with digital signatures are stored on the blockchain to achieve public and verifiable data sharing information and data validity. Finally, the theoretical analysis of the scheme shows that the scheme meets the confidentiality requirements of security, integrity, and validity.  © 2022 Tao Feng et al.",,,"Feng, Tao (57203837688); Yang, Pu (57484180300); Liu, Chunyan (56746690600); Fang, Junli (57139215700); Ma, Rong (57196235161)",57203837688; 57484180300; 56746690600; 57139215700; 57196235161,Wireless Communications and Mobile Computing,1040662,,,,9.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126120588&doi=10.1155%2f2022%2f1040662&partnerID=40&md5=185c167deb0d0bcc67f59c193c277765,,Cloud security; Data privacy; Industrial research; Network security; Block-chain; Cloud service providers; Data availability; Data privacy protections; Data Sharing; Privacy protection; Protection schemes; Semitrusted; Sharing schemes; Zero-knowledge proofs; Blockchain,Article,Final,All Open Access; Gold Open Access,2-s2.0-85126120588,,,,,,,,,,,,
,Cong R.; Liu Y.; Tago K.; Li R.; Asaeda H.; Jin Q.,Individual-Initiated Auditable Access Control for Privacy-Preserved IoT Data Sharing with Blockchain,2021.0,Scopus,,,,,,,10.1109/ICCWorkshops50388.2021.9473508,,,,,,,,,,,,"With the rapid development of sensors and IoT technology, personal health data can be collected and stored by various wearable devices and utilized for healthcare. To share and use sensitive health data securely and efficiently, a variety of solutions based on blockchain have been proposed and developed. However, there are still many issues to be solved, such as how to let individuals control and manage their own data, and how to make all data accesses strictly auditable. In this paper, we present a new model of Individual-Initiated Auditable Access Control (IIAAC) enabled with blockchain, CP-ABE (Ciphertext-Policy Attribute-Based Encryption) and IPFS (InterPlanetary File System). After introducing scenarios for sharing and use of health data, we define the design requirements for a blockchain-based system and describe the basic system architecture. We discuss the detailed procedures in IIAAC, including CP-ABE key generation, data publication and data retrieval. We further compare this study with related work in terms of functions and features. © 2021 IEEE.",,,"Cong, Ruichen (57226834041); Liu, Yixiao (57226839006); Tago, Kiichi (57196220496); Li, Ruidong (55491303200); Asaeda, Hitoshi (16551681000); Jin, Qun (7202528699)",57226834041; 57226839006; 57196220496; 55491303200; 16551681000; 7202528699,"2021 IEEE International Conference on Communications Workshops, ICC Workshops 2021 - Proceedings",9473508,,,,8.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112842929&doi=10.1109%2fICCWorkshops50388.2021.9473508&partnerID=40&md5=a805fdc66247cb1e68dc1d9f967492ac,Auditable Access Control; Blockchain; CP-ABE; Health Data; IoT Data Sharing; IPFS,Access control; Blockchain; Cryptography; Data Sharing; Health; Privacy by design; Wearable technology; Basic systems; Ciphertext-policy attribute-based encryptions; Data publications; Data retrieval; Key generation; Personal health; Related works; Wearable devices; Internet of things,Conference paper,Final,,2-s2.0-85112842929,,,,,,,,,,,,
,Regueiro C.; Seco I.; de Diego S.; Lage O.; Etxebarria L.,Privacy-enhancing distributed protocol for data aggregation based on blockchain and homomorphic encryption,2021.0,Scopus,,,,,,,10.1016/j.ipm.2021.102745,,,58,6,,,,,,,,"The recent increase in reported incidents of security breaches compromising users' privacy call into question the current centralized model in which third-parties collect and control massive amounts of personal data. Blockchain has demonstrated that trusted and auditable computing is possible using a decentralized network of peers accompanied by a public ledger. Furthermore, Homomorphic Encryption (HE) guarantees confidentiality not only on the computation but also on the transmission, and storage processes. The synergy between Blockchain and HE is rapidly increasing in the computing environment. This research proposes a privacy-enhancing distributed and secure protocol for data aggregation backboned by Blockchain and HE technologies. Blockchain acts as a distributed ledger which facilitates efficient data aggregation through a Smart Contract. On the top, HE will be used for data encryption allowing private aggregation operations. The theoretical description, potential applications, a suggested implementation and a performance analysis are presented to validate the proposed solution. © 2021",,,"Regueiro, Cristina (55931777400); Seco, Iñaki (58070009500); de Diego, Santiago (57250442800); Lage, Oscar (57212002468); Etxebarria, Leire (57254243600)",55931777400; 58070009500; 57250442800; 57212002468; 57254243600,Information Processing and Management,102745,,,,16.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114701630&doi=10.1016%2fj.ipm.2021.102745&partnerID=40&md5=6ceb0c635b14cd3c35558eb3be10f36b,Blockchain; Confidentiality; Data aggregation; Homomorphic encryption; Privacy; Security,Cryptography; Data privacy; Digital storage; Block-chain; Confidentiality; Data aggregation; Distributed protocols; Ho-momorphic encryptions; Homomorphic-encryptions; Privacy; Security; Security breaches; User privacy; Blockchain,Article,Final,All Open Access; Green Open Access; Hybrid Gold Open Access,2-s2.0-85114701630,,,,,,,,,,,,
,Nie X.; Zhang A.; Chen J.; Qu Y.; Yu S.,Blockchain-Empowered Secure and Privacy-Preserving Health Data Sharing in Edge-Based IoMT,2022.0,Scopus,,,,,,,10.1155/2022/8293716,,,2022,,,,,,,,,"Health data sharing, as a booming demand, enables the patients with similar symptoms to connect with each other and doctors to obtain the medical history of patients. Health data are usually collected from edge-based Internet of medical things (IoMT) with devices such as smart wearable devices, smart watches, and smartphones. Since health data are highly private and have great financial value, adversaries ceaselessly launch diverse attacks to obtain private information. All these issues pose great challenges to health data sharing in edge-based IoMT scenarios. Existing research either lacks comprehensive consideration of privacy and security protection or fails to provide a proper incentive mechanism, which expels users from sharing data. In this study, we propose a novel blockchain-assisted data sharing scheme, which allows secure and privacy-preserving profile matching. A bloom filter with hash functions is designed to verify the authenticity of keyword ciphertext. Key-policy attribute-based encryption (KP-ABE) algorithm and smart contracts are employed to achieve secure profile matching. To incentivize users actively participating in profile matching, we devise an incentive mechanism and construct a two-phase Stackelberg game to address pricing problems for data owners and accessing problems of data requesters. The optimal pricing mechanism is specially designed for encouraging more users to participate in health data sharing and maximizing users’ profit. Moreover, security analysis illustrates that the proposed protocol is capable of satisfying various security goals, while performance evaluation shows high scalability and feasibility of the proposed scheme in edge-based IoMT scenarios. Copyright © 2022 Xueli Nie et al.",,,"Nie, Xueli (57488125900); Zhang, Aiqing (55504182200); Chen, Jindou (57488679700); Qu, Youyang (57193560269); Yu, Shui (55741361200)",57488125900; 55504182200; 57488679700; 57193560269; 55741361200,Security and Communication Networks,8293716,,,,11.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126357356&doi=10.1155%2f2022%2f8293716&partnerID=40&md5=796f87241d70152c4d574efc09122c08,,Blockchain; Costs; Privacy-preserving techniques; Block-chain; Data Sharing; Edge-based; Health data; Incentive mechanism; Medical history; Privacy preserving; Profiles matching; Smart wearables; Wearable devices; Hash functions,Article,Final,All Open Access; Gold Open Access,2-s2.0-85126357356,,,,,,,,,,,,
,Chen X.,Research on Blockchain Privacy Protection of Enterprise Internal Control Evaluation in the Big Data Era,2021.0,Scopus,,,,,,,10.1109/ICOSEC51865.2021.9591940,,,,,,,,,,,,"Privacy protection and information security are two key issues facing the advanced big data era in the future, especially for the internal control evaluation system of enterprises with rich core data exchange, and blockchain technology provides a variety of privacy protection algorithms. This paper mainly studies the privacy protection of internal control evaluation of enterprises based on blockchain technology and big data, and provides an effective system and platform framework for enterprise managers to carry out internal control work.  © 2021 IEEE.",,,"Chen, Xi (57419320200)",57419320200,"Proceedings - 2nd International Conference on Smart Electronics and Communication, ICOSEC 2021",,1290.0,1293.0,3.0,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123187556&doi=10.1109%2fICOSEC51865.2021.9591940&partnerID=40&md5=d54bb8931da29f94f394bb4eb813f001,Big Data; Data Acquisition; Data Collection; Dynamically Configurable Data,Big data; Blockchain; Data acquisition; Electronic data interchange; Finance; Block-chain; Core datum; Data collection; Dynamically configurable data; Effective systems; Internal controls; Key Issues; Privacy information; Privacy protection; Protection algorithms; Data privacy,Conference paper,Final,,2-s2.0-85123187556,,,,,,,,,,,,
,Lv Z.; Qiao L.; Hossain M.S.; Choi B.J.,Analysis of Using Blockchain to Protect the Privacy of Drone Big Data,2021.0,Scopus,,,,,,,10.1109/MNET.011.2000154,,,35,1,,,,,,,,"In order to solve the problem of privacy protection of unmanned aerial vehicle (UAV) big data, it is necessary to design a privacy protection scheme that guarantees safe sharing of UAV big data. In this work, blockchain technology is adopted to solve the privacy protection problem of UAV big data. In particular, the proposed privacy protection scheme uses a number theory research unit cryptosystem for encryption of blockchain data. Privacy analysis is provided to validate the security requirements. The performance evaluation results show that the proposed UAV big data privacy protection scheme based on blockchain technology has low computing cost in terms of key production, encryption, and decryption. It also outperforms the conventional approaches. This work aims to provide a guideline for future research on the privacy protection of UAV data. © 1986-2012 IEEE.",,,"Lv, Zhihan (55925162500); Qiao, Liang (57215967443); Hossain, M. Shamim (24066717900); Choi, Bong Jun (35955497300)",55925162500; 57215967443; 24066717900; 35955497300,IEEE Network,9354924,44.0,49.0,5.0,99.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101084450&doi=10.1109%2fMNET.011.2000154&partnerID=40&md5=96a43e65c57626f03f87c60bc6357d8b,,Antennas; Big data; Blockchain; Computation theory; Cryptography; Drones; Number theory; Privacy by design; Conventional approach; Data privacy protections; Evaluation results; Number theory research units; Privacy analysis; Privacy protection; Problem of privacy; Security requirements; Data Sharing,Article,Final,,2-s2.0-85101084450,,,,,,,,,,,,
,Chen Y.; Meng L.; Zhou H.; Xue G.,A Blockchain-Based Medical Data Sharing Mechanism with Attribute-Based Access Control and Privacy Protection,2021.0,Scopus,,,,,,,10.1155/2021/6685762,,,2021,,,,,,,,,"The rapid development of wearable sensors and the 5G network empowers traditional medical treatment with the ability to collect patients' information remotely for monitoring and diagnosing purposes. Meanwhile, the health-related mobile apps and devices also generate a large amount of medical data, which is critical for promoting disease research and diagnosis. However, medical data is too sensitive to share, which is also a common issue for IoT (Internet of Things) data. The traditional centralized cloud-based medical data sharing schemes have to rely on a single trusted third party. Therefore, the schemes suffer from single-point failure and lack of privacy protection and access control for the data. Blockchain is an emerging technique to provide an approach for managing data in a decentralized manner. Especially, the blockchain-based smart contract technique enables the programmability for participants to access the data. All the interactions are authenticated and recorded by the other participants of the blockchain network, which is tamper resistant. In this paper, we leverage the K-anonymity and searchable encryption techniques and propose a blockchain-based privacy-preserving scheme for medical data sharing among medical institutions and data users. To be specific, the consortium blockchain, Hyperledger Fabric, is adopted to allow data users to search for encrypted medical data records. The smart contract, i.e., the chaincode, implements the attribute-based access control mechanisms to guarantee that the data can only be accessed by the user with proper attributes. The K-anonymity and searchable encryption ensure that the medical data is shared without privacy leaking, i.e., figuring out an individual patient from queries. We implement a prototype system using the chaincode of Hyperledger Fabric. From the functional perspective, security analysis shows that the proposed scheme satisfies security goals and precedes others. From the performance perspective, we conduct experiments by simulating different numbers of medical institutions. The experimental results demonstrate that the scalability and performance of our scheme are practical. © 2021 Yingwen Chen et al.",,,"Chen, Yingwen (36656939000); Meng, Linghang (57219165562); Zhou, Huan (57190840986); Xue, Guangtao (7202468123)",36656939000; 57219165562; 57190840986; 7202468123,Wireless Communications and Mobile Computing,6685762,,,,33.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109980936&doi=10.1155%2f2021%2f6685762&partnerID=40&md5=fbbef83aaf8db705ac6a555f56a0b8f0,,5G mobile communication systems; Access control; Blockchain; Cryptography; Diagnosis; Internet of things; Patient treatment; Privacy by design; Remote patient monitoring; Attribute based access control; Medical institutions; Privacy preserving; Privacy protection; Scalability and performance; Searchable encryptions; Single point failure; Trusted third parties; Data Sharing,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85109980936,,,,,,,,,,,,
,Ghamry M.E.; Halim I.T.A.; Bahaa-Eldin A.M.,Secular: A Decentralized Blockchain-based Data Privacy-preserving Model Training Platform,2021.0,Scopus,,,,,,,10.1109/MIUCC52538.2021.9447654,,,,,,,,,,,,"The main actors for productizing machine learning models are machine learning model builders. Commonly, they aim to train their models on a large enough, suitable, convenient, and realistic data set to get a model of expected and satisfactory accuracy. However, one of their biggest challenges is how to maintain the security and privacy of the given dataset. Besides, Blockchain is one of the most discussed technologies of our time. It can be described as a radical new approach to delivering trust and confidence over exchanges of value without relying on a trusted third party. Hence, this article aims to propose Secular, a decentralized Blockchain-based data privacy-preserving model training platform. The main objective of the proposed platform is to guarantee data security and privacy while allowing model builders to upload their models for training as well as sharing the required data. We present, in this article, a high-level architecture for the data providing, model uploading, model validation, and model training phases. Finally, the Software Requirements Specification (SRS) and a prototype of Secular are given. © 2021 IEEE.",,,"Ghamry, Mohamed El (57226377943); Halim, Islam Tharwat Abdel (57195449218); Bahaa-Eldin, Ayman M. (35316707600)",57226377943; 57195449218; 35316707600,"2021 International Mobile, Intelligent, and Ubiquitous Computing Conference, MIUCC 2021",9447654,357.0,363.0,6.0,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111384592&doi=10.1109%2fMIUCC52538.2021.9447654&partnerID=40&md5=e9702b0bc7c2551409e9a6e3f4e2fce3,IPFS; Machine Learning; Quorum,Blockchain; Machine learning; Ubiquitous computing; Data security and privacy; Data-privacy preserving; High level architecture; Machine learning models; Model validation; Security and privacy; Software requirements specifications; Trusted third parties; Privacy by design,Conference paper,Final,,2-s2.0-85111384592,,,,,,,,,,,,
,Miyachi K.; Mackey T.K.,hOCBS: A privacy-preserving blockchain framework for healthcare data leveraging an on-chain and off-chain system design,2021.0,Scopus,,,,,,,10.1016/j.ipm.2021.102535,,,58,3,,,,,,,,"In the context of blockchain technology, “off-chain” refers to computation or data that is structurally external to the blockchain network. Off-Chain Blockchain Systems (OCBS) enable this information processing and management through distributed software architecture where the blockchain network interacts with off-chain resources. Hence, OCBS are a critical data governance component in the design of enterprise blockchain solutions, resulting in extensive research and development exploring the interplay between on-chain and off-chain storage and computation and efforts to evaluate their performance relative to other information management systems. Key features of OCBS’ are their ability to improve scalability, reduce data storage requirements, and enhance data privacy, all extremely critical issues to enable broader blockchain adoption. These OCBS features map well to the needs of the healthcare industry, particularly due to the need to manage various types of medical, consumer, and other health-related data. However, different types of health data are also subject to stringent regulatory, security and legal requirements, a key factor limiting blockchain adoption in the sector. In response, there is a critical need to better align OCBS design features to different types of healthcare data management and their respective governance and privacy regimes. This article first reviews the characteristics of different constructs of OCBS. It then proposes a modular hybrid privacy-preserving framework leveraging off-chain and on-chain blockchain system design applied to three different reference models that illustrate how blockchain can enhance healthcare information management. Through this privacy-preserving framework we hope to liberate healthcare data by enabling sharing, sovereignty and enhanced trust. © 2021 Elsevier Ltd",,,"Miyachi, Ken (57218929591); Mackey, Tim K. (30067646600)",57218929591; 30067646600,Information Processing and Management,102535,,,,76.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100242135&doi=10.1016%2fj.ipm.2021.102535&partnerID=40&md5=d6a852a8046ba8c424528d216c5da72d,Blockchain; Data storage; Distributed ledger technology; Health informatics; Healthcare; Privacy; Secure computation,Blockchain; Digital storage; Health care; Privacy by design; Research and development management; Systems analysis; Distributed software architecture; Healthcare industry; Information management systems; Information processing and management; Legal requirements; Privacy preserving; Reference models; Research and development; Information management,Article,Final,,2-s2.0-85100242135,,,,,,,,,,,,
,Kumar S.K.; Ramana K.; Dhiman G.; Singh S.; Yoon B.,A novel blockchain and bi‐linear polynomial‐based qcp‐abe framework for privacy and security over the complex cloud data,2021.0,Scopus,,,,,,,10.3390/s21217300,,,21,21,,,,,,,,"As a result of the limited resources available in IoT local devices, the large scale cloud consumer’s data that are produced by IoT related machines are contracted out to the cloud. Cloud computing is unreliable, using it can compromise user privacy, and data may be leaked. Because cloud‐data and grid infrastructure are both growing exponentially, there is an urgent need to explore computational sources and cloud large‐data protection. Numerous cloud service categories are assimilated into numerous fields, such as defense systems and pharmaceutical databases, to compute information space and allocation of resources. Attribute Based Encryption (ABE) is a sophisticated approach which can permit employees to specify a higher level of security for data stored in cloud storage facilities. Numerous obsolete ABE techniques are practical when applied to small data sets to generate cryptograms with restricted computational properties; their properties are used to generate the key, encrypt it, and decrypt it. To address the current concerns, a dynamic non‐linear polynomial chaotic quantum hash technique on top of secure block chain model can be used for enhancing cloud data security while maintaining user privacy. In the proposed method, customer attributes are guaranteed by using a dynamic non‐ polynomial chaotic map function for the key initialization, encryption, and decryption. In the proposed model, both organized and unorganized massive clinical data are considered to be inputs for reliable corroboration and encoding. Compared to existing models, the real‐time simulation results demonstrate that the stated standard is more precise than 90% in terms of bit change and more precise than 95% in terms of dynamic key generation, encipherment, and decipherment time. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,"Kumar, Singamaneni Kranthi (57205572142); Ramana, Kadiyala (58474933000); Dhiman, Gaurav (23049229800); Singh, Saurabh (57281125800); Yoon, Byungun (57761203500)",57205572142; 58474933000; 23049229800; 57281125800; 57761203500,Sensors,7300,,,,10.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118282134&doi=10.3390%2fs21217300&partnerID=40&md5=795c3b01d37a1a457111934fe4cba233,Blockchain; Ciphertext policy‐based attribute‐based encryption; Cloud platform; Hashing; Information security; Non‐polynomial chaotic mapping; Quantum key distribution,Algorithms; Blockchain; Cloud Computing; Computer Security; Privacy; Blockchain; Data privacy; Digital storage; Internet of things; Quantum cryptography; Attribute-based encryptions; Block-chain; Chaotic mapping; Ciphertext policies; Ciphertext policy‐based attribute‐based encryption; Cloud platforms; Hashing; Linear polynomials; Non‐polynomial chaotic mapping; Policy-based; algorithm; cloud computing; computer security; privacy; Polynomials,Article,Final,All Open Access; Gold Open Access; Green Open Access,2-s2.0-85118282134,,,,,,,,,,,,
