Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Author full names,Author(s) ID,Source title,Art. No.,Page start,Page end,Page count,Cited by,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,EID,Item type,Journal,Publication year,Pages,Address,Proceedings title,Conference location,Date published,ISBN,URLs,Keywords,Notes,Series
,"Xu T,Zhang Y",A Parallel Execution Model for Permissioned Blockchain Systems,,,Association for Computing Machinery,,,,,,10.1145/3581971.3581983,,,,,,,,,,,,"At present, academics have researched the directions that may become performance bottlenecks in blockchain systems, such as consensus protocols, encryption algorithms and contract execution. For example, in recent years, many improvements to consensus protocols have greatly improved the throughput of blockchain systems. However, the bottleneck of blockchain smart contract execution has not been well solved. Currently, the miner-validator architecture based on serial contract execution limits the throughput of smart contract execution to a great extent. This paper proposes a new smart contract parallel execution architecture, which migrates the concurrency control methods used in mature databases to the blockchain. The test of Ethereum data and a benchmark specifically for blockchain show that its throughput is greatly improved compared with the traditional serial execution mode.",,,,,,,,,,,,,,,,,,Conference Paper,,2023.0,83–87,"New York, NY, USA",Proceedings of the 2022 5th International Conference on Blockchain Technology and Applications,"Xi'an, China",2023,9781450397575.0,https://doi.org/10.1145/3581971.3581983;http://dx.doi.org/10.1145/3581971.3581983,"Blockchain, Parallel execution, Schedule, Smart contract",,ICBTA '22
,"Qi X,Chen Z,Zhang Z,Jin C,Zhou A,Zhuo H,Xu Q",A Byzantine Fault Tolerant Storage for Permissioned Blockchain,,,Association for Computing Machinery,,,,,,10.1145/3448016.3452744,,,,,,,,,,,,"The full-replication data storage mechanism, as commonly utilized in existing blockchains, suffers from poor scalability, since it requires every node to preserve a complete copy of the whole block data locally to tolerant potential Byzantine failures. In a hostile environment, the malicious node may discard or tamper data deliberately. Thus, existing distributed storage method, which partitions data into multiple parts and distributes them over all nodes, cannot suit for blockchains. This demonstration showcases BFT-Store, a novel distributed storage engine for blockchains to break full-replication by integrating erasure coding with Byzantine Fault Tolerance (BFT) consensus protocol. This demonstration will (romannumeral1) allow audience members to see how BFT-Store partitions block data over all nodes to reduce the storage occupation of system, and (romannumeral2) allow audience members to see how BFT-Store recovers blocks under distributed scenario even with Byzantine failure.",,,,,,,,,,,,,,,,,,Conference Paper,,2021.0,2770–2774,"New York, NY, USA",Proceedings of the 2021 International Conference on Management of Data,"Virtual Event, China",2021,9781450383431.0,https://doi.org/10.1145/3448016.3452744;http://dx.doi.org/10.1145/3448016.3452744,"erasure coding, pbft, storage partition, blockchain",,SIGMOD '21
,"Oh B,Kim D",Serverless-Enabled Permissioned Blockchain for Elastic Transaction Processing,,,Association for Computing Machinery,,,,,,10.1145/3366627.3368118,,,,,,,,,,,,"To overcome the performance limits of purely decentralized blockchains, off-chaining models for compute and storage have been studied recently. Serverless computing offers increased elasticity and scalability in executing microservices in event-driven manner, making it proper fit for off-chain computation tasks. In this work, we present a serverless-enabled off-chaining model for permissioned blockchains with some noticeable early results.",,,,,,,,,,,,,,,,,,Conference Paper,,2019.0,9–10,"New York, NY, USA",Proceedings of the 20th International Middleware Conference Demos and Posters,"Davis, CA, USA",2019,9781450370424.0,https://doi.org/10.1145/3366627.3368118;http://dx.doi.org/10.1145/3366627.3368118,"Hyperledger Sawtooth, permissioned blockchain, off-chain computation, serverless computing",,Middleware '19
,"Barger A,Manevich Y,Bortnikov V,Tock Y,Factor M,Malka M","Shared Cloud Object Store, Governed by Permissioned Blockchain",,,Association for Computing Machinery,,,,,,10.1145/3211890.3211915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conference Paper,,2018.0,114,"New York, NY, USA",Proceedings of the 11th ACM International Systems and Storage Conference,"Haifa, Israel",2018,9781450358491.0,https://doi.org/10.1145/3211890.3211915;http://dx.doi.org/10.1145/3211890.3211915,,,SYSTOR '18
,"Li M,Wang Y,Ma S,Liu C,Huo D,Wang Y,Xu Z",Auto-Tuning with Reinforcement Learning for Permissioned Blockchain Systems,,,VLDB Endowment,,,,,,10.14778/3579075.3579076,2150-8097,,16.0,5.0,,,,,,,,"In a permissioned blockchain, performance dictates its development, which is substantially influenced by its parameters. However, research on auto-tuning for better performance has somewhat stagnated because of the difficulty posed by distributed parameters; thus, it is possible only with difficulty to propose an effective auto-tuning optimization scheme. To alleviate this issue, we lay a solid basis for our research by first exploring the relationship between parameters and performance in Hyperledger Fabric, a permissioned blockchain, and we propose Athena, a Fabric-based auto-tuning system that can automatically provide parameter configurations for optimal performance. The key of Athena is designing a new Permissioned Blockchain Multi-Agent Deep Deterministic Policy Gradient (PB-MADDPG) to realize heterogeneous parameter-tuning optimization of different types of nodes in Fabric. Moreover, we select parameters with the most significant impact on accelerating recommendation. In its application to Fabric, a typical permissioned blockchain system, with 12 peers and 7 orderers, Athena achieves a throughput improvement of 470.45% and a latency reduction of 75.66% over the default configuration. Compared with the most advanced tuning schemes (CDBTune, Qtune, and ResTune), our method is competitive in terms of throughput and latency.",,,,,,,,,,,,,,,,,,Journal Article,Proc. VLDB Endow.,2023.0,1000–1012,,,,2023-01,,https://doi.org/10.14778/3579075.3579076;http://dx.doi.org/10.14778/3579075.3579076,,,
,"Mishra N,Levkowitz H",PDV: Permissioned Blockchain Based Personal Data Vault Using Predictive Prefetching,,,Association for Computing Machinery,,,,,,10.1145/3475992.3476001,,,,,,,,,,,,"We predict that in the not-so-distant future, most if not all documents will no longer be available in paper format. We envision a world in which one can store the entirety of their digital documents not unlike a filing cabinet storing paper documents but with the additional security, safety, and integrity. The vision is encapsulated in our Personal Data Vault (PDV). The PDV is a framework for storing, saving, protecting, and sharing a person’s life-time digital documents in a verifiable secure manner that can ascertain a document’s authenticity and integrity and afford its owner to share it securely. In PDV, each document is encrypted, compressed, and securely stored in the cloud, and indexes are entered in disturbed ledger of a Permissioned Blockchain (Hyperledger Iroha), which significantly prevents data leakage, and the ledger is immutable and tamper-proof to maintain integrity. All access rights are written in the form of an access-list in Smart Contracts, which are later used for verification. We used the concept of predictive prefetching in combination with the Markov tree to design a model that successfully predicts the next (or sequence of next) requests that may occur and pre-executes (execute before the request has occurred)",,,,,,,,,,,,,,,,,,Conference Paper,,2021.0,59–69,"New York, NY, USA",Proceedings of the 2021 3rd Blockchain and Internet of Things Conference,"Ho Chi Minh City, Vietnam",2021,9781450389518.0,https://doi.org/10.1145/3475992.3476001;http://dx.doi.org/10.1145/3475992.3476001,"Predictive Prefetching, Smart-Contract, Access-list, Hyperledger Iroha",,BIOTC '21
,"Shahid AR,Pissinou N,Njilla L,Alemany S,Imteaj A,Makki K,Aguilar E",Quantifying Location Privacy in Permissioned Blockchain-Based Internet of Things (IoT),,,Association for Computing Machinery,,,,,,10.1145/3360774.3360800,,,,,,,,,,,,"Recently, blockchain has received much attention from the mobility-centric Internet of Things (IoT). It is deemed the key to ensuring the built-in integrity of information and security of immutability by design in the peer-to-peer network (P2P) of mobile devices. In a permissioned blockchain, the authority of the system has control over the identities of its users. Such information can allow an ill-intentioned authority to map identities with their spatiotemporal data, which undermines the location privacy of a mobile user. In this paper, we study the location privacy preservation problem in the context of permissioned blockchain-based IoT systems under three conditions. First, the authority of the blockchain holds the public and private key distribution task in the system. Second, there exists a spatiotemporal correlation between consecutive location-based transactions. Third, users communicate with each other through short-range communication technologies such that it constitutes a proof of location (PoL) on their actual locations. We show that, in a permissioned blockchain with an authority and a presence of a PoL, existing approaches cannot be applied using a plug-and-play approach to protect location privacy. In this context, we propose BlockPriv, an obfuscation technique that quantifies, both theoretically and experimentally, the relationship between privacy and utility in order to dynamically protect the privacy of sensitive locations in the permissioned blockchain.",,,,,,,,,,,,,,,,,,Conference Paper,,2020.0,116–125,"New York, NY, USA","Proceedings of the 16th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services","Houston, Texas, USA",2020,9781450372831.0,https://doi.org/10.1145/3360774.3360800;http://dx.doi.org/10.1145/3360774.3360800,"smart mobile devices, blockchain, location privacy, IoT",,MobiQuitous '19
,"Androulaki E,Camenisch J,Caro A,Dubovitskaya M,Elkhiyaoui K,Tackmann B",Privacy-Preserving Auditable Token Payments in a Permissioned Blockchain System,,,Association for Computing Machinery,,,,,,10.1145/3419614.3423259,,,,,,,,,,,,"Token payment systems were the first application of blockchain technology and are still the most widely used one. Early implementations of such systems, like Bitcoin or Ethereum, provide virtually no privacy beyond basic pseudonymity: all transactions are written in plain to the blockchain, which makes them linkable and traceable.Several more recent blockchain systems, such as Monero or Zerocash, implement improved levels of privacy. Most of these systems target the permissionless setting, and as such are not suited for enterprise networks. These require token systems to be permissioned and to bind tokens to user identities instead of pseudonymous addresses. They also require auditing functionalities in order to satisfy regulations such as AML/KYC.We present a privacy-preserving token management system for permissioned blockchains that also supports fine-grained auditing. The scheme is secure under computational assumptions in bilinear groups, in the random-oracle model. We provide performance measurements for our prototype built on top of Hyperledger Fabric.",,,,,,,,,,,,,,,,,,Conference Paper,,2020.0,255–267,"New York, NY, USA",Proceedings of the 2nd ACM Conference on Advances in Financial Technologies,"New York, NY, USA",2020,9781450381390.0,https://doi.org/10.1145/3419614.3423259;http://dx.doi.org/10.1145/3419614.3423259,,,AFT '20
,"Goel S,Singh A,Garg R,Verma M,Jayachandran P",Resource Fairness and Prioritization of Transactions in Permissioned Blockchain Systems (Industry Track),,,Association for Computing Machinery,,,,,,10.1145/3284028.3284035,,,,,,,,,,,,"In this paper, we consider the problem of fair scheduling of transactions of multiple types that are submitted to a permissioned blockchain system. Permissioned blockchains are being increasingly used for enterprise applications and by design are heterogeneous in nature, with different peer organizations performing different business functions. Transactions execute different smart contract operations that may have widely varying business importance. In such a setting, we argue that the typically adopted First-In-First-Out ordering mechanism for transactions in a blockchain system, which is a performance-limited resource, is inefficient and unfair. We propose a weighted fair queueing strategy for ordering transactions that can support differentiated quality of service for submitted transactions on the blockchain. The main challenge we address in this paper is to support fair allocation and differentiation in a decentralized manner, as there is no single authority that can facilitate this as in traditional systems. We demonstrate such a fair scheduling strategy and support multiple transaction types with different priorities on Hyperledger Fabric.",,,,,,,,,,,,,,,,,,Conference Paper,,2018.0,46–53,"New York, NY, USA",Proceedings of the 19th International Middleware Conference Industry,"Rennes, France",2018,9781450360166.0,https://doi.org/10.1145/3284028.3284035;http://dx.doi.org/10.1145/3284028.3284035,"Weighted Fair Queueing, Prioritization, Resource Fairness, Hyperledger Fabric, Permissioned Blockchain Systems",,Middleware '18
,"Adlam R,Haskins B",A Permissioned Blockchain Approach to Electronic Health Record Audit Logs,,,Association for Computing Machinery,,,,,,10.1145/3415088.3415118,,,,,,,,,,,,"In recent years, electronic health records (EHRs) have been subject to data breaches; this indicates that the current EHR infrastructure is no longer suitable for safeguarding health records. Audit logs are one of the key processes in identifying culprits responsible for these data breaches. Audit logs are often tampered with to cover a criminal's tracks. Blockchain technology could provide a tamper-evident audit log process to improve the current EHR infrastructure. Hyperledger Fabric has been identified as a permissioned blockchain technology suited towards use-cases that require privacy. An experiment was conducted with Hyperledger Fabric to demonstrate how permissioned blockchain technology could be used to generate an audit trail for an EHR system. The proposed blockchain infrastructure is presented as a data-flow diagram and smart contracts were employed to explore the capabilities permissioned blockchain technology could provide in terms of improving the EHR audit log process. The result of the experiment revealed that permissioned blockchain technology could serve as an alternative to the audit log process employed by traditional EHRs.",,,,,,,,,,,,,,,,,,Conference Paper,,2020.0,,"New York, NY, USA",Proceedings of the 2nd International Conference on Intelligent and Innovative Computing Applications,"Plaine Magnien, Mauritius",2020,9781450375580.0,https://doi.org/10.1145/3415088.3415118;http://dx.doi.org/10.1145/3415088.3415118,"electronic health records, audit log, blockchain",,ICONIC '20
,"Li H,Chen Y,Shi X,Bai X,Mo N,Li W,Guo R,Wang Z,Sun Y",FISCO-BCOS: An Enterprise-Grade Permissioned Blockchain System with High-Performance,,,Association for Computing Machinery,,,,,,10.1145/3581784.3607053,,,,,,,,,,,,"Enterprise-grade permissioned blockchain systems provide a promising infrastructure for data sharing and cooperation between different companies. However, performance bottlenecks seriously hinder the adoption of these systems in many industrial applications that process complex business logic and huge transaction volumes. Our research identifies two key factors that limit the system performance: 1) At the block level, the serial dependency of inter-block processing severely limits the system throughput. A new block must wait for the completion of all previous blocks. 2) At the transaction level, the lack of efficient intra-block transactions concurrency makes it difficult to achieve high performance, especially when dealing with multiple CPU-heavy contracts which are commonly used in industrial scenarios.In this paper, we present FISCO-BCOS, an enterprise-grade permissioned blockchain system with high performance. To overcome serial limitations and fully utilize machine resources, FISCO-BCOS introduces Block Level Pipelining (BLP) workflow to process blocks in a pipeline manner. In addition, a scheduling algorithm Deterministic Multi-Contract (DMC) is designed to efficiently execute transactions in parallel. Under BLP and DMC, FISCO-BCOS achieves inter-block and intra-block paralleling to meet high-performance requirements in industrial application scenarios. We conducted experiments on two popular test workloads and compared FISCO-BCOS with state-of-the-art platforms in academia and industry such as BIDL and Hyperledger Fabric (HLF). The result shows that FISCO-BCOS achieves 7.4 times and 28.4 times the throughput of BIDL and HLF, respectively, with half the latency of them. BCOS has already been used in over 300 different large-scale industrial scenarios and has become one of the most popular permissioned blockchains.",,,,,,,,,,,,,,,,,,Conference Paper,,2023.0,,"New York, NY, USA","Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis","Denver, CO, USA",2023,,https://doi.org/10.1145/3581784.3607053;http://dx.doi.org/10.1145/3581784.3607053,"pipelining workflow, deterministic multi-contact, enterprise-grade, permissioned blockchain",,SC '23
,"Cebe M,Kaplan B,Akkaya K",A Network Coding Based Information Spreading Approach for Permissioned Blockchain in IoT Settings,,,Association for Computing Machinery,,,,,,10.1145/3286978.3286984,,,,,,,,,,,,"Permissioned Blockchain (PBC) has become a prevalent data structure to ensure that the records are immutable and secure. However, PBC still has significant challenges before it can be realized in different applications. One of such challenges is the overhead of the communication which is required to execute the Byzantine Agreement (BA) protocol that is needed for consensus building. As such, it may not be feasible to implement PBC for resource constrained environments such as Internet-of-Things (IoT). In this paper, we assess the communication overhead of running BA in an IoT environment that consists of wireless nodes (e.g., Raspberry PIs) with meshing capabilities. As the the packet loss ratio is significant and makes BA unfeasible to scale, we propose a network coding based approach that will reduce the packet overhead and minimize the consensus completion time of the BA. Specifically, various network coding approaches are designed as a replacement to TCP protocol which relies on unicasting and acknowledgements. The evaluation on a network of Raspberry PIs demonstrates that our approach can significantly improve scalability making BA feasible for medium size IoT networks.",,,,,,,,,,,,,,,,,,Conference Paper,,2018.0,470–475,"New York, NY, USA","Proceedings of the 15th EAI International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services","New York, NY, USA",2018,9781450360937.0,https://doi.org/10.1145/3286978.3286984;http://dx.doi.org/10.1145/3286978.3286984,"Internet of Things (IoT), Communication Complexity, Information Spreading, Blockchain, Permissioned Blockchain",,MobiQuitous '18
,"Wang H,Li H,Smahi A,Xiao M,Li SY",GBT-CHAIN: A System Framework for Solving the General Trilemma in Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3615871,2769-6472,,,,,,,,,,,"As a subset of distributed systems, blockchain technology is equally bound by the CAP trilemma. Specifically, no distributed system can satisfy consistency, availability, and partition tolerance simultaneously. Informally, the innovative blockchain trilemma has been theorized to include security, scalability, and decentralization. While many software approaches on blockchains claim to solve the trilemma problem, almost all known approaches have been proven to involve trade-offs and fail to reach the upper bounds, meaning they do not achieve the theoretical limit value in each term of a trilemma. In this paper, we propose a general trilemma based on the above two. For permissioned blockchains, we then describe a system framework called GBT-CHAIN to solve the General Blockchain Trilemma. In the proposed framework, the consensus and data layer, the network layer and the physical layer work in cooperation. According to our theoretical proof and experimental analysis, the three properties of the trilemma consisting of consistency, scalability, and partition tolerance are perfectly satisfied without trade-offs. Our results demonstrate that the general blockchain trilemma is resolved by combining consensus algorithms and physical topologies, in particular for permissioned blockchains.",,,,,,,,,,,,,,,,,,Journal Article,Distrib. Ledger Technol.,2023.0,,"New York, NY, USA",,,2023-08,,https://doi.org/10.1145/3615871;http://dx.doi.org/10.1145/3615871,"Trilemma, Partition tolerance, Scalability, Permissioned blockchain, Consistency",Just Accepted,
,"Chen X,Zhao S,Qi J,Jiang J,Song H,Wang C,On Li T,Hubert Chan TH,Zhang F,Luo X,Wang S,Zhang G,Cui H",Efficient and DoS-Resistant Consensus for Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3529113.3529134,0163-5999,,49.0,3.0,,,,,,,,"Existing permissioned blockchain systems designate a fixed and explicit group of committee nodes to run a consensus protocol that confirms the same sequence of blocks among all nodes. Unfortunately, when such a system runs on a large scale on the Internet, these explicit committee nodes can be easily turned down by denialof- service (DoS) or network partition attacks. Although recent studies proposed scalable BFT protocols that run on a larger number of committee nodes, these protocols' efficiency drops dramatically when only a small number of nodes are attacked.",,,,,,,,,,,,,,,,,,Journal Article,SIGMETRICS Perform. Eval. Rev.,2022.0,61–62,"New York, NY, USA",,,2022-03,,https://doi.org/10.1145/3529113.3529134;http://dx.doi.org/10.1145/3529113.3529134,,,
,"Amiri MJ,Agrawal D,El Abbadi A",SharPer: Sharding Permissioned Blockchains Over Network Clusters,,,Association for Computing Machinery,,,,,,10.1145/3448016.3452807,,,,,,,,,,,,"Scalability is one of the main roadblocks to business adoption of blockchain systems. Despite recent intensive research on using sharding techniques to enhance the scalability of blockchain systems, existing solutions do not efficiently address cross-shard transactions. In this paper, we introduce SharPer, a scalable permissioned blockchain system. In SharPer, nodes are clustered and each data shard is replicated on the nodes of a cluster. SharPer supports networks consisting of either crash-only or Byzantine nodes. In SharPer, the blockchain ledger is formed as a directed acyclic graph and each cluster maintains only a view of the ledger. SharPer incorporates decentralized flattened protocols to establish cross-shard consensus. The decentralized nature of the cross-shard consensus in SharPer enables parallel processing of transactions with nonoverlapping clusters. Furthermore, SharPer provides deterministic safety guarantees. The experimental results reveal the efficiency of SharPer in terms of performance and scalability especially in workloads with a low percentage of cross-shard transactions.",,,,,,,,,,,,,,,,,,Conference Paper,,2021.0,76–88,"New York, NY, USA",Proceedings of the 2021 International Conference on Management of Data,"Virtual Event, China",2021,9781450383431.0,https://doi.org/10.1145/3448016.3452807;http://dx.doi.org/10.1145/3448016.3452807,"permissioned, consensus, sharding, blockchain, scalability",,SIGMOD '21
,"Zupan N,Zhang K,Jacobsen HA","Hyperpubsub: A Decentralized, Permissioned, Publish/Subscribe Service Using Blockchains: Demo",,,Association for Computing Machinery,,,,,,10.1145/3155016.3155018,,,,,,,,,,,,"Since the introduction of Bitcoin in 2008, blockchain systems have evolved immensely in terms of performance and usability. There is a massive focus on building enterprise blockchain solutions, with providers such as IBM and Microsoft already providing Blockchain-as-a Service (BaaS). To facilitate the adoption of blockchain technologies across various business verticals, we argue that middleware plays an integral role in accelerating the development of automated business processes (i.e., smart contracts). We argue that decentralized messaging is a key requirement of many distributed applications and should be provided as a reusable blockchain middleware. Our system, called HyperPubSub, provides decentralized publish/subscribe messaging for a multi-federated, permissioned, environment. HyperPubSub provides secure and privacy-preserving messaging, which is audited using blockchains for validation and monetization purposes. We demonstrate our implementation using Kafka and Hyperledger.",,,,,,,,,,,,,,,,,,Conference Paper,,2017.0,15–16,"New York, NY, USA",Proceedings of the 18th ACM/IFIP/USENIX Middleware Conference: Posters and Demos,"Las Vegas, Nevada",2017,9781450352017.0,https://doi.org/10.1145/3155016.3155018;http://dx.doi.org/10.1145/3155016.3155018,"blockchain, kafka, publish/subscribe, hyperledger",,Middleware '17
,"Mao C,Golab W",GeoChain: A Locality-Based Sharding Protocol for Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3571306.3571392,,,,,,,,,,,,"Blockchain is a distributed ledger that uses cryptography and consensus protocols to record a growing list of transactions in a tamper-resistant manner. Scalability is one of the main problems that limit its usage. This paper introduces a full sharding protocol, Geochain, for permissioned blockchains. We first clarify the limitations of state-of-the-art sharding protocols. Then, we propose a locality-based sharding protocol that achieves high scalability. We optimize inter-shard performance by clustering participants using their geographical properties, locality. In addition, the locality is also employed to decide the transaction placement which results in a low ratio of cross-shard transactions for applications, such as everyday banking, retail payments, and electric vehicle charging. We also propose a client-driven efficient mechanism to handle cross-shard transactions and present an analysis. This enables clients to manage their assets across different shards directly. A prototype is implemented on top of Hyperledger Fabric v2.3 and evaluated on Amazon EC2. The experiments show that our protocol doubles the peak throughput, even with a high ratio of cross-shard transactions, while minimizing the transaction latency.",,,,,,,,,,,,,,,,,,Conference Paper,,2023.0,70–79,"New York, NY, USA",Proceedings of the 24th International Conference on Distributed Computing and Networking,"Kharagpur, India",2023,9781450397964.0,https://doi.org/10.1145/3571306.3571392;http://dx.doi.org/10.1145/3571306.3571392,"Scalability, Locality, Sharding, Transactions, Permissioned Blockchain",,ICDCN '23
,"Sit MK,Bravo M,István Z",An Experimental Framework for Improving the Performance of BFT Consensus for Future Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3465480.3466922,,,,,,,,,,,,"Permissioned Blockchains are increasingly considered in enterprise use-cases, many of which do not require geo-distribution, or even disallow it due to legislation. Examples include countrywide networks, such as Alastria, or those deployed using cloud-based platforms such as IBM Blockchain Platform. We expect these blockchains to eventually run in environments with high bandwidth and low latency modern networks, as well as with advanced programmable hardware accelerators.Even though there is renewed interest in BFT consensus algorithms with various proposals targeting Permissioned Blockchains, related work does not optimize for fast networks and does not incorporate hardware accelerators - we make the case that doing so will pay off in the long run. To this end, we re-implemented the seminal PBFT algorithm in a way that allows us to measure different configurations of the protocol. Through this we explore the benefits of various common optimization strategies and show that the protocol is unlikely to saturate more than 10Gbps networks without relying on specialized hardware-based offloading.Based on the experimental results, we discuss two concrete ways in which the cost of consensus in Permissioned Blockchains could be reduced in high-speed networking environments, namely, offloading to SmartNICs and implementing the protocol on standalone FPGAs.",,,,,,,,,,,,,,,,,,Conference Paper,,2021.0,55–65,"New York, NY, USA",Proceedings of the 15th ACM International Conference on Distributed and Event-Based Systems,"Virtual Event, Italy",2021,9781450385558.0,https://doi.org/10.1145/3465480.3466922;http://dx.doi.org/10.1145/3465480.3466922,,,DEBS '21
,"Fotiou N,Pittaras I,Siris VA,Polyzos GC",Enabling Opportunistic Users in Multi-Tenant IoT Systems Using Decentralized Identifiers and Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3338507.3358622,,,,,,,,,,,,"In this work, we leverage advances in decentralized identifiers and permissioned blockchains to build a flexible user authentication and authorization mechanism that offers enhanced privacy, achieves fast revocation, and supports distributed ""policy decision points'' executed in mutually untrusted entities. The proposed solution can be applied in multi-tenant ""IoT hubs'' that interconnect diverse IoT silos and enable authorization of ""guest'' users, i.e., opportunistic users that have no trust relationship with the system, which has not encountered or known them before.",,,,,,,,,,,,,,,,,,Conference Paper,,2019.0,22–23,"New York, NY, USA",Proceedings of the 2nd International ACM Workshop on Security and Privacy for the Internet-of-Things,"London, United Kingdom",2019,9781450368384.0,https://doi.org/10.1145/3338507.3358622;http://dx.doi.org/10.1145/3338507.3358622,"authorization, access control, privacy, iot hubs, authentication",,IoT S&P'19
,"Hardjono T,Smith N",Cloud-Based Commissioning of Constrained Devices Using Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/2899007.2899012,,,,,,,,,,,,"In this paper we describe a privacy-preserving method for commissioning an IoT device into a cloud ecosystem. The commissioning consists of the device proving its manufacturing provenance in an anonymous fashion without reliance on a trusted third party, and for the device to be anonymously registered through the use of a blockchain system. We introduce the ChainAnchor architecture that provides device commissioning in a privacy-preserving fashion. The goal of ChainAnchor is (i) to support anonymous device commissioning, (ii) to support device-owners being remunerated for selling their device sensor-data to service providers, and (iii) to incentivize device-owners and service providers to share sensor-data in a privacy-preserving manner.",,,,,,,,,,,,,,,,,,Conference Paper,,2016.0,29–36,"New York, NY, USA","Proceedings of the 2nd ACM International Workshop on IoT Privacy, Trust, and Security","Xi'an, China",2016,9781450342834.0,https://doi.org/10.1145/2899007.2899012;http://dx.doi.org/10.1145/2899007.2899012,"internet of things, blockchains, privacy, security, identity management",,IoTPTS '16
,"Emmadi N,Narumanchi H",Reinforcing Immutability of Permissioned Blockchains with Keyless Signatures' Infrastructure,,,Association for Computing Machinery,,,,,,10.1145/3007748.3018280,,,,,,,,,,,,"With the emergence of Bitcoin, businesses are focusing on leveraging Bitcoin's blockchain technology to non-cryptocurrency based applications to improve efficiency of the operations. These business applications operate in environments where participants have verified identities; these are called permissioned environments. Blockchain is an immutable and append only distributed ledger that can be utilized for record keeping applications. We observe that when blockchain technology is adapted from permissionless environments to permissioned environments the immutability of blockchain becomes questionable as the end-users may not monitor or store a copy of the blockchain. We propose the use of Keyless Signatures' Infrastructure as an additional mechanism to ensure irreversible and irrefutable proof of block confirmations which acts as a global proof thus preserving long term immutability of blockchain in permissioned environments.",,,,,,,,,,,,,,,,,,Conference Paper,,2017.0,,"New York, NY, USA",Proceedings of the 18th International Conference on Distributed Computing and Networking,"Hyderabad, India",2017,9781450348393.0,https://doi.org/10.1145/3007748.3018280;http://dx.doi.org/10.1145/3007748.3018280,"Permissionless Environments, Merkle Tree, Blockchain, Keyless Signatures' Infrastructure, Bitcoin, Permissioned Environments, Hashchain",,ICDCN '17
,"A. Hayek F,Koscina M,Lafourcade P,Olivier-Anclin C",Generic Privacy Preserving Private Permissioned Blockchains,,,Association for Computing Machinery,,,,,,10.1145/3555776.3577735,,,,,,,,,,,,"Private permissioned blockchains are becoming gradually more sought-after. Such systems are reachable by authorized users, and tend to be completely transparent to whoever interacts with the blockchain. In this paper, we mitigate the latter. Authorized users can now stay unlinked to the transaction they propose in the blockchain while being authenticated before being allowed to interact. As a first contribution, we developed a consensus algorithm for private permissioned blockchains based on Hyperledger Fabric and the Practical Byzantine Fault Tolerance consensus. Building on this blockchain, five additional variations achieving various client-wise privacy preserving levels are proposed. These different protocols allow for different use cases and levels of privacy control and sometimes its revocation by an authority. All our protocols guarantee the unlinkability of transactions to their issuers achieving anonymity or pseudonymity. Miners can also inherit some of the above privacy preserving setting. Naturally, we maintain liveness and safety of the system and its data.",,,,,,,,,,,,,,,,,,Conference Paper,,2023.0,1585–1592,"New York, NY, USA",Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing,"Tallinn, Estonia",2023,9781450395175.0,https://doi.org/10.1145/3555776.3577735;http://dx.doi.org/10.1145/3555776.3577735,"privacy, signature, byzantine fault, blockchain",,SAC '23
,"Bakos Y,Halaburda H,Mueller-Bloch C",When Permissioned Blockchains Deliver More Decentralization than Permissionless,,,Association for Computing Machinery,,,,,,10.1145/3442371,0001-0782,,64.0,2.0,,,,,,,,Considerations for the governance of distributed systems.,,,,,,,,,,,,,,,,,,Journal Article,Commun. ACM,2021.0,20–22,"New York, NY, USA",,,2021-01,,https://doi.org/10.1145/3442371;http://dx.doi.org/10.1145/3442371,,,
