Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Y Chen, J Li, F Wang, K Yue, Y Li, ...",DS2PM: A Data Sharing Privacy Protection Model Based on Blockchain and Federated Learning,2021,IEEE Internet of …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9646996/,,143,2022-05-23 9:55:50,,,,,,,,,0,0,0,6,1,"… By studying data sharing models that are based on blockchain, … the privacy and integrity of users’ data, along with users’ data … the data privacy problem in the previously established data …",,"https://scholar.google.com/scholar?q=related:QK6aun3buzIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"X Xu, X Zhang",Data Privacy Protection of Industrial Blockchain,2021,"… , CloudComp 2020, Qufu, China, December 11 …",books.google.com,https://books.google.com/books?hl=en&lr=&id=2-gdEAAAQBAJ&oi=fnd&pg=PA83&dq=blockchain+data+privacy&ots=87Z8HCiPkM&sig=xW_zHc-oBPZ4kJMNjmDNNxfmdq4,,147,2022-05-23 9:55:50,,,,,,,,,0,0,0,2,1,"… Therefore, the blockchain data privacy protection scheme proposed in this paper does not … fault detection blockchain when executing the upload data request. (2) Access data request …",,"https://scholar.google.com/scholar?q=related:F-bEGhhgDzgJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"L Zhu, S Peng, Z Cai, W Liu, C He, ...",Research on Privacy Data Protection Based on Trusted Computing and Blockchain,2021,Security and …,hindawi.com,https://www.hindawi.com/journals/scn/2021/6274860/,,150,2022-05-23 9:55:50,HTML,,,,,,,,0,0,0,6,1,"… privacy data protection methods, a privacy data protection method based on trusted computing and blockchain … protocol, combined with the blockchain technology, the ECC elliptic curve …",https://www.hindawi.com/journals/scn/2021/6274860/,"https://scholar.google.com/scholar?q=related:ph7jUfroickJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"J Wang, J Huang, L Kong, G Chen, ...",A Privacy-Preserving Vehicular Data Sharing Framework atop Multi-Sharding Blockchain,2021,2021 IEEE Global …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9685366/,,154,2022-05-23 9:55:50,,,,,,,,,0,0,0,5,1,"… can not only strengthen system security and data privacy, but also increase the data authenticity verification efficiency by 5x comparing to existing privacy-preserving schemes. …",https://huangjunqin.com/papers/WangGLOBECOM2021Privacy.pdf,
0,"M Gross, RC Miller",Protecting privacy and promoting learning: blockchain and privacy preserving technology should inform new ethical guidelines for health data,2021,Health and Technology,Springer,https://link.springer.com/article/10.1007/s12553-021-00589-9,,167,2022-05-23 9:55:50,,10.1007/s12553-021-00589-9,,,,,,,0,0,0,2,1,… for data-driven research. In this piece we discuss how blockchain technology and privacy preserving forms … Health data privacy is especially vulnerable in light of significant advances in …,,"https://scholar.google.com/scholar?q=related:Jq1Vp2URAu4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"A Hill, S Mishra, AS Patlan, A Dorri, ...",BlockTorrent: A Blockchain Enabled Privacy-Preserving Data Availability Protocol for Multi-stakeholder Scenarios,2021,… on Blockchain …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9680545/,,172,2022-05-23 9:55:50,,,,,,,,,0,0,0,5,1,"… While this approach ensures data privacy, it impacts the accessibility of the data. … blockchainbased data management protocol, enhances data availability while protecting the privacy …",https://eprints.qut.edu.au/214026/1/99926618.pdf,"https://scholar.google.com/scholar?q=related:PTqbPEBjU68J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"PSA Kaarthi, S Sathiyabama","A Review on Data Privacy Detection in Social Networks using Data Mining, Machine Learning and Blockchain technologies",2021,Annals of the Romanian Society for …,annalsofrscb.ro,http://annalsofrscb.ro/index.php/journal/article/view/4255,,173,2022-05-23 9:55:50,,,,,,,,,0,0,0,2,1,"… of Data Privacy Detection methods applied in Social Networks using combinational analysis of multiple areas like Data Mining, Machine Learning, and Blockchain … of Data Privacy …",https://annalsofrscb.ro/index.php/journal/article/download/4255/3401,"https://scholar.google.com/scholar?q=related:AMUJFwJz9uMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"W Li, Y Chen, F Gao, S Zhang, ...",Privacy Protection Data Retrieval Scheme with Inverted Index for IoT based on Blockchain,2021,IEEE Internet of Things …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9615371/,,174,2022-05-23 9:55:50,,,,,,,,,0,0,0,5,1,"… still privacy and efficiency issues if the traditional ABKS schemes are directly used in blockchain data sharing. In order to solve the problems, this paper proposes privacy protection data …",,"https://scholar.google.com/scholar?q=related:MiVSdGx4F3MJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"H Zhou, M Gu",Protection Method of Network Data Privacy Security Issues Based on Blockchain Technology,2021,… Conference on Applications and Techniques in Cyber …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-79200-8_79,,176,2022-05-23 9:55:50,,10.1007/978-3-030-79200-8_79,,,,,,,0,0,0,2,1,"… data leakage [9, 10]. This article applies blockchain technology to cloud computing data … , combining the respective advantages of blockchain and cloud computing, and constructs an …",,"https://scholar.google.com/scholar?q=related:j-Ucjn8IavwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"K Sunil Kumar, K Jain, N Subramanian",A Data Privacy Approach Using Shamir's Secret Scheme in Permissioned Blockchain,2021,Computer Networks and Inventive …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-9647-6_68,,177,2022-05-23 9:55:50,,10.1007/978-981-15-9647-6_68,,,,,,,0,0,0,3,1,"… Blockchain faces serious issues with data privacy, which is an obstacle for the application of the blockchain… sharing (SSS) system to the blockchain. The proposal resists passive and …",,"https://scholar.google.com/scholar?q=related:_T0XvQHNo6oJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"RA Rayan, I Zafar, C Tsagkari",16 Blockchain Technology for Healthcare Cloud-Based Data Privacy and Security,2021,… of WSNs into Internet of Things: A …,books.google.com,https://books.google.com/books?hl=en&lr=&id=9RQsEAAAQBAJ&oi=fnd&pg=PA335&dq=blockchain+data+privacy&ots=iFWnh9Dn6l&sig=bV3d0WfwPII6lHS9VkzQpnNBDX4,,183,2022-05-23 9:55:50,,,,,,,,,0,0,0,3,1,… quantum computing-derived data seems to be an inherent part of blockchain’s evolution… blockchain safety [18]. Quantum computing can expand deciphering the encryption of blockchain…,https://www.researchgate.net/profile/Rehab-Rayan/publication/350931416_Blockchain_Technology_for_Healthcare_Cloud-Based_Data_Privacy_and_Security/links/60e54311299bf1b0319bdb9a/Blockchain-Technology-for-Healthcare-Cloud-Based-Data-Privacy-and-Security.pdf,"https://scholar.google.com/scholar?q=related:C34gxdkWTGAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,X Chen,Research on Blockchain Privacy Protection of Enterprise Internal Control Evaluation in the Big Data Era,2021,2021 2nd International Conference on Smart …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9591940/,,184,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,"… Because when data is stored in the blockchain, … blockchain layer, the cloud storage layer, the data layer, and the user layer. Network data privacy protection model based on blockchain …",,"https://scholar.google.com/scholar?q=related:uleDG8vZgzwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"Z Wang, S Lin, M Zhang, S Nie",Research on the control of user privacy data disclosure based on blockchain Technology,2021,2021 6th International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9470381/,,185,2022-05-23 9:55:50,,,,,,,,,0,0,0,4,1,"… privacy data leakage control based on blockchain technology. Firstly, the asymmetric encryption algorithm in blockchain … improve the accuracy of user data privacy control, which is of …",,"https://scholar.google.com/scholar?q=related:DNe8tnJKkX8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"A ALRUWAILI, S Hendaoui",Software Defined Networking and Network Function Virtualization for improved data privacy using the emergent blockchain in banking systems,2021,International Journal of Computer …,koreascience.or.kr,https://www.koreascience.or.kr/article/JAKO202127452924438.page,,186,2022-05-23 9:55:50,,,,,,,,,0,0,0,2,1,"… a novel data privacy policy based on blockchain divided into three parts: a data privacy classification method, a modern collaborative-filteringbased model, and a data disclosure …",https://www.koreascience.or.kr/article/JAKO202127452924438.pdf,"https://scholar.google.com/scholar?q=related:g3C82YYayAcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"I Boumezbeur, K Zarour",Blockchain-Based Electronic Health Records Sharing Scheme with Data Privacy Verifiable,2021,Applied Medical Informatics.,ami.info.umfcluj.ro,https://ami.info.umfcluj.ro/index.php/AMI/article/view/820/828,,187,2022-05-23 9:55:50,PDF,,,,,,,,0,0,0,2,1,"… To fulfill the needs for blockchain in shared EHR systems, we propose a blockchain-based security scheme for sharing EHRs to preserve patient's privacy and ensure data integrity. …",https://ami.info.umfcluj.ro/index.php/AMI/article/view/820/828,"https://scholar.google.com/scholar?q=related:BCJXrSVRkBIJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"D Singh, JK Chaddah","A study on application of blockchain technology to control counterfeit drugs, enhance data privacy and improve distribution in online pharmacy",2021,Asia Pacific Journal of Health …,search.informit.org,https://search.informit.org/doi/abs/10.3316/INFORMIT.080973225524455,,202,2022-05-23 9:55:50,,10.3316/INFORMIT.080973225524455,,,,,,,0,0,0,2,1,… Blockchain technology is no exception in providing the solution to eliminate the counterfeit … Blockchain technology can ensure data privacy while improving supply chain transparency …,https://journal.achsm.org.au/index.php/achsm/article/download/1013/557,"https://scholar.google.com/scholar?q=related:6oHuml2g4VcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"Y Hong, X Zhao, H Zhu, H Li",A Blockchain-Integrated Divided-Block Sparse Matrix Transformation Differential Privacy Data Publishing Model,2021,Security and Communication Networks,hindawi.com,https://www.hindawi.com/journals/scn/2021/2418539/,,208,2022-05-23 9:55:50,HTML,,,,,,,,0,0,0,4,1,"… the traditional differential privacy algorithm with the same privacy parameters, … blockchain and propose an Efficient Privacy Data Publishing and Sharing Model based on the blockchain…",https://www.hindawi.com/journals/scn/2021/2418539/,"https://scholar.google.com/scholar?q=related:nxDzrFcB0pEJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"RD Garcia, GS Ramachandran, R Jurdak, ...",A Blockchain-based Data Governance Framework with Privacy Protection and Provenance for e-Prescription,2021,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/2112.13956,,223,2022-05-23 9:55:50,,,,,,,,,0,0,0,4,1,"… , privacy protection, and consent management. We introduce a decentralized data governance framework based on blockchain … -encryption technique to ensure data privacy. In this way, …",https://arxiv.org/pdf/2112.13956,"https://scholar.google.com/scholar?q=related:fPw9_qGswOcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,SK Sharma,A Framework Of Big Data As Service Platform For Access Control & Privacy Protection Using Blockchain Network,2021,Turkish Journal of Computer and Mathematics …,turcomat.org,https://www.turcomat.org/index.php/turkbilmat/article/view/5910,,228,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,… and data privacy. In this paper we have proposed a framework for an access control with privacy protection in BDaaS based on blockchain technology. Here blockchain technology is …,https://www.turcomat.org/index.php/turkbilmat/article/download/5910/5452,"https://scholar.google.com/scholar?q=related:MD3RQMsJka4J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"Y Li, G Zhang, J Zhu, X Wang",Privacy Protection Model for Blockchain Data Sharing Based on zk-SNARK,2021,International Conference of Pioneering …,Springer,https://link.springer.com/chapter/10.1007/978-981-16-5943-0_19,,232,2022-05-23 9:55:50,,10.1007/978-981-16-5943-0_19,,,,,,,0,0,0,4,1,"… blockchain such as data privacy protection of the blockchain, … Based on the blockchain data sharing model using CP-ABE … to propose a blockchain data sharing privacy protection model …",,"https://scholar.google.com/scholar?q=related:v1jcJap5_2UJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"M Gallofré Ocaña, AA Al-Wosabi, ...",Towards a Blockchain and Smart Contracts-Based Privacy Framework for Decentralized Data Processing,2021,Advances on Smart and …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-6048-4_38,,237,2022-05-23 9:55:50,,10.1007/978-981-15-6048-4_38,,,,,,,0,0,0,3,1,"… In this section, we explain our proposed framework, the blockchain-based privacy framework for data processing applications, which uses smart contracts to provide data privacy in data …",https://www.researchgate.net/profile/Abdo-Al-Wosabi/publication/346307767_Towards_a_Blockchain_and_Smart_Contracts-Based_Privacy_Framework_for_Decentralized_Data_Processing/links/60515f9f299bf173674ae352/Towards-a-Blockchain-and-Smart-Contracts-Based-Privacy-Framework-for-Decentralized-Data-Processing.pdf,"https://scholar.google.com/scholar?q=related:Tp_eDn3qOpQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"Z Huang, J Zheng, M Xiao",Privacy-Enhanced Crowdsourcing Data Trading based on Blockchain and Stackelberg Game,2021,… Conference on Mobile Ad Hoc and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9637797/,,243,2022-05-23 9:55:50,,,,,,,,,0,0,0,3,1,"… based on blockchain to protect the data copyright of the whole data trading. By leveraging homomorphic encryption, our copyright protection scheme is easy for finding the data pirates …",,"https://scholar.google.com/scholar?q=related:xRCIkbaBNp8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"B Hu, Y Li, F Fang, X Shang",Lightweight-blockchain based privacy-preserving data aggregation for epidemic disease surveillance,2021,Scientia Sinica Informationis,pesquisa.bvsalud.org,https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1538236,,246,2022-05-23 9:55:50,,,,,,,,,0,0,0,4,1,"… , which can aggregate data without relying on a trusted third party. Especially, to protect data privacy in the data aggregation process, the case count data is aggregated based on the …",,
0,"S Zeba, M Amjad",Sustainable and Effective Blockchain-based Solutions for the Security and Privacy of Healthcare Data,2021,Blockchain for Healthcare Systems,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003141471-11/sustainable-effective-blockchain-based-solutions-security-privacy-healthcare-data-sana-zeba-mohammad-amjad,,249,2022-05-23 9:55:50,,10.1201/9781003141471-11,,,,,,,0,0,0,2,1,"… and privacy challenges. In the present situations, blockchain technology is the greatest pervasive, emerging, sustainable, and growing technology in the security and data privacy area …",,"https://scholar.google.com/scholar?q=related:XzBPAt6AnNcJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,O Sanda,"Confidentiality, integrity, and accountability: a novel patient-centric blockchain approach to establish CIA principles and healthcare data privacy",2021,,ethos.bl.uk,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.831467,,250,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,"… blockchain with laws and regulations is narrowed down to GDPR compliance. In this research, we conduct a comprehensive survey on blockchain … barriers the blockchain technology is …",,
0,"YJ Galteland, S Wu",Blockchain-based Privacy-preserving Fair Data Trading Protocol,2021,Cryptology ePrint Archive,eprint.iacr.org,https://eprint.iacr.org/2021/1321,,256,2022-05-23 9:55:50,,,,,,,,,0,0,0,2,1,"… information about the tradings on the public blockchain. In this paper, we … privacy to the participants. We introduce new security notions for privacypreserving blockchain-based fair data …",https://eprint.iacr.org/2021/1321.pdf,"https://scholar.google.com/scholar?q=related:WRbd-q3tJ0cJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"R Rajan, JJ Kizhakkethottam",DATA PROTECTON AND PRIVACY PRESERVING USING BLOCKCHAIN IN HEALTHCARE,2021,CONFERENCE SECRETARIAT,scmsgroup.org,https://scmsgroup.org/downloads/ICCSEHBT_2021_Proceedings.pdf#page=93,,262,2022-05-23 9:55:50,PDF,,,,,,,,0,0,0,2,1,"… The proposed work discusses the security and the privacy of health data using blockchain … of the health data. Due to the sensitivity of patient data, preserving the privacy of patients …",https://scmsgroup.org/downloads/ICCSEHBT_2021_Proceedings.pdf#page=93,"https://scholar.google.com/scholar?q=related:h1EdR4DsSmwJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"C Chuqiao, SB Goyal",Data Security and Privacy-Preserving Framework Using Machine Learning and Blockchain in Big-Data to Data Middle Platform in the Era of IR 4.0,2021,Recent Trends in Intensive Computing,ebooks.iospress.nl,https://ebooks.iospress.nl/doi/10.3233/APC210190,,263,2022-05-23 9:55:50,,10.3233/APC210190,,,,,,,0,0,0,2,1,"… and the Blockchain. In this research, the researcher reviews the security and privacy-preventing in Big-Data, … Big data privacy: a technological perspective and review. Journal of Big …",https://ebooks.iospress.nl/pdf/doi/10.3233/APC210190,"https://scholar.google.com/scholar?q=related:uypBxYHRZfUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"M Hao, Y Bao, B Hu, J Fu, D Yang, ...",A Blockchain-based Electric Data Sharing System with Privacy Protection,2021,2021 IEEE Sustainable …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9735460/,,264,2022-05-23 9:55:50,,,,,,,,,0,0,0,6,1,"… energy data sharing system based on blockchain, to make sure that each electric user’s individual data is not visible on the blockchain… D2D data privacy protection mechanism based on …",,
0,"R Yousuf, DA Khan, Z Jeelani",Security and Privacy Concerns for Blockchain While Handling Healthcare Data,2021,Blockchain for Healthcare Systems,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003141471-12/security-privacy-concerns-blockchain-handling-healthcare-data-rameez-yousuf-dawood-ashraf-khan-zubair-jeelani,,266,2022-05-23 9:55:50,,10.1201/9781003141471-12,,,,,,,0,0,0,3,1,"… of data in e-health systems. In this chapter, we present a systematic review of the … blockchain-based approaches for e-health systems with focus on e-health system security and …",,"https://scholar.google.com/scholar?q=related:79JrvV2WDusJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"R Thomas, VS Anitha",Reliable and Privacy Preserving Blockchain Based Medical Data Sharing Digital Ledger,2021,Proceedings of the Fourth International Conference …,Springer,https://link.springer.com/chapter/10.1007/978-981-15-5546-6_12,,267,2022-05-23 9:55:50,,10.1007/978-981-15-5546-6_12,,,,,,,0,0,0,2,1,… reliable and privacy preserving blockchain based data sharing … blockchain based medical data sharing digital record. Since traditional Proof of Stake lacks in security and data privacy …,,"https://scholar.google.com/scholar?q=related:UPVr4bmT0nQJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"M Islam, MH Rehmani, J Chen",Differential Privacy-Based Permissioned Blockchain for Private Data Sharing in Industrial IoT,2021,International Conference on Broadband …,Springer,https://link.springer.com/chapter/10.1007/978-3-030-93479-8_5,,268,2022-05-23 9:55:50,,10.1007/978-3-030-93479-8_5,,,,,,,0,0,0,3,1,… a differential privacy-based permissioned blockchain using Hyperledger fabric to enable private data sharing in supply chain in IIoT (DH-IIoT). We integrate differential privacy into the …,https://arxiv.org/pdf/2102.09857,"https://scholar.google.com/scholar?q=related:sFZsnZcJDwMJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"M Elhoseny, K Haseeb, AA Shah, I Ahmad, Z Jan, ...","IoT Solution for AI-Enabled PRIVACY-PREServing with Big Data Transferring: An Application for Healthcare Using Blockchain. Energies 2021, 14, 5364",2021,,researchgate.net,https://www.researchgate.net/profile/Khalid-Haseeb/publication/354178310_IoT_Solution_for_AI-Enabled_PRIVACY-PREServing_with_Big_Data_Transferring_An_Application_for_Healthcare_Using_Blockchain/links/612c81b7c69a4e487967d311/IoT-Solution-for-AI-Enabled-PRIVACY-PREServing-with-Big-Data-Transferring-An-Application-for-Healthcare-Using-Blockchain.pdf,,269,2022-05-23 9:55:50,PDF,,,,,,,,0,0,0,6,1,"… blockchain, which is an emerging technology [20,21] to improve the performance of the healthcare system against security extortions with efficient data … guaranteed data privacy. The …",https://www.researchgate.net/profile/Khalid-Haseeb/publication/354178310_IoT_Solution_for_AI-Enabled_PRIVACY-PREServing_with_Big_Data_Transferring_An_Application_for_Healthcare_Using_Blockchain/links/612c81b7c69a4e487967d311/IoT-Solution-for-AI-Enabled-PRIVACY-PREServing-with-Big-Data-Transferring-An-Application-for-Healthcare-Using-Blockchain.pdf,"https://scholar.google.com/scholar?q=related:vxZofQRT15QJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"Y Zhao, B Cui, J Xu",A Privacy-Preserving Medical Data Traceability System Based on Attribute-Based Encryption on Blockchain,2021,China Cyber Security Annual Conference,Springer,https://link.springer.com/chapter/10.1007/978-981-16-9229-1_2,,271,2022-05-23 9:55:50,HTML,10.1007/978-981-16-9229-1_2,,,,,,,0,0,0,3,1,"… However, the data privacy issues contained in medical data are … data and the high risk of sensitive data leakage, this paper proposes a scheme based on the combination of blockchain …",https://link.springer.com/chapter/10.1007/978-981-16-9229-1_2,
0,"S Liu, B Wen, Z Wang",Exploiting the Medical Data Storage Implementation and Privacy Protection with Consortium Blockchain and IPFS,2021,International Conference on Blockchain and …,Springer,https://link.springer.com/chapter/10.1007/978-981-16-7993-3_13,,272,2022-05-23 9:55:50,,10.1007/978-981-16-7993-3_13,,,,,,,0,0,0,3,1,… of medical data storage model with consortium blockchain and IPFS. We will mainly focus on privacy protection and data sharing mechanism in medical data storage process. The rest …,,"https://scholar.google.com/scholar?q=related:7UD1eWT6rT8J:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,A Vishwa,MediBlock-A Privacy-aware Blockchain to store patients data and effective diagnosis methods,2021,,opus.lib.uts.edu.au,https://opus.lib.uts.edu.au/handle/10453/156166,,278,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,… This research presents a privacy-aware Blockchain for medical data sharing that proposes a … for data privacy inside a Blockchain. Healthcare data should be stored on Blockchain in …,https://opus.lib.uts.edu.au/bitstream/10453/156166/2/02whole.pdf,
0,"X Hu, X Song, G Cheng, J Gong, L Yang, ...",Towards Efficient Co-audit of Privacy-Preserving Data on Consortium Blockchain via Group Key Agreement,2021,"… on Mobility, Sensing …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9751572/,,279,2022-05-23 9:55:50,,,,,,,,,0,0,0,6,1,… We introduce the schemes of auditable privacy-preserving data on consortium blockchain as well as the development of group key agreement technologies in Section 2. Section 3 …,,
0,"LG Atlas, KP Arjun, B Babu",A Decentralized Privacy-Preserving Blockchain for IoT and Big Data in Healthcare Applications,2021,"… of Blockchain, AI, and IoT",taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003081180-2/decentralized-privacy-preserving-blockchain-iot-big-data-healthcare-applications-godlin-atlas-arjun-bindu-babu,,283,2022-05-23 9:55:50,,10.1201/9781003081180-2,,,,,,,0,0,0,3,1,"… Blockchain generation is an appropriate driver to offer new insights and addresses … data management remains a significant barrier in its implementation. In this chapter, new blockchain …",,"https://scholar.google.com/scholar?q=related:_IIXyZmQgTkJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"R Angeline, R Vani",Privacy Preserving System and Data Integrity Using Distributed Hash Table in Blockchain,2021,Soft Computing: Theories and Applications,Springer,https://link.springer.com/chapter/10.1007/978-981-16-1696-9_46,,284,2022-05-23 9:55:50,,10.1007/978-981-16-1696-9_46,,,,,,,0,0,0,2,1,… The recommended elective is a system that executes the idea of blockchain and edge figuring to store … “Medibchain: a blockchain based privacy preserving platform for healthcare data.” …,,"https://scholar.google.com/scholar?q=related:unq3QlrTmZoJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"CR Sruti, S Umamaheswari",Blockchain: A Security Component for Data Security and Privacy—Current Trends in the Automotive Industry,2021,Recent Trends in Blockchain for …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003139737-16/blockchain-sruti-umamaheswari,,285,2022-05-23 9:55:50,,10.1201/9781003139737-16,,,,,,,0,0,0,2,1,… Blockchain is said to be a rising … blockchain technology seems to be recent current trend of each greatest latest technology that will benefit the auto sector by improving knowledge data …,,"https://scholar.google.com/scholar?q=related:i7Q3HqD6sZAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,K Guettache,Security and privacy in medical data sharing through blockchain,2021,,repository.tudelft.nl,https://repository.tudelft.nl/islandora/object/uuid:13c386bd-1318-4f58-bd31-546aeb342fb5,,294,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,"… of data and services, identity anonymity, data anonymity and unlinkability. With the emergence of blockchain … a secure and trusted medical data sharing system across different institutes, …",,
0,"P Hajela, A Pawar, S Phansalkar",ITreatU: An Effective Privacy and Security Solution for Healthcare Data Using the R3 Corda Platform of Blockchain Technology,2021,Data Protection and Privacy in …,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003048848-9/itreatu-priyank-hajela-ambika-pawar-shraddha-phansalkar,,298,2022-05-23 9:55:50,,10.1201/9781003048848-9,,,,,,,0,0,0,3,1,… field of healthcare privacy using blockchain and develop an interoperable and secure solution using blockchain technology. It discusses some of the state-of-art privacy-preserving proof …,,"https://scholar.google.com/scholar?q=related:7oblxlmUucAJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,AEB Tomaz,Security and privacy-preserving of data in mobile health systems: an approach based on non-interactive zero-knowledge proof and blockchain,2021,,repositorio.ufc.br,https://repositorio.ufc.br/handle/riufc/57929,,305,2022-05-23 9:55:50,,,,,,,,,0,0,0,1,1,"… is no privacy in the standard public blockchain, this work presents a scheme in which the data … However, there is no data privacy in the standard blockchain environment on transactions …",https://repositorio.ufc.br/bitstream/riufc/57929/3/2021_tese_aebtomaz.pdf,"https://scholar.google.com/scholar?q=related:B5Sx2o9fclUJ:scholar.google.com/&scioq=intitle:blockchain+intitle:data+intitle:privacy&hl=en&as_sdt=0,5"
0,"R Dutra Garcia, G Sankar Ramachandran, ...",A Blockchain-based Data Governance Framework with Privacy Protection and Provenance for e-Prescription,2021,arXiv e …,ui.adsabs.harvard.edu,https://ui.adsabs.harvard.edu/abs/2021arXiv211213956D/abstract,,308,2022-05-23 9:55:50,,,,,,,,,0,0,0,3,1,"… provenance, privacy protection, and … data governance framework based on blockchain technology and proxy re-encryption to let data owners control and track their data through privacy-…",,
